Timestamp start: 1684602453465
Timestamp end: 1684604253873

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      356.4   341.9    86.8   137.2   153.2   312.3   394.0   441.6   477.7   522.5   581.6   677.6  1049.6  3595.3 10954.2  46353.4    46458
read      349.5   362.7    86.8   136.3   152.1   310.6   388.8   433.9   466.5   504.4   556.3   641.0   973.2  3841.8 12783.7  30657.5    30755
read      359.6   313.0    86.8   138.2   154.4   318.4   399.9   448.3   485.2   530.8   588.7   685.0  1047.9  3025.0 12168.8  42862.9    42889
read      341.6   343.1    80.4   139.4   156.4   294.2   370.1   415.0   450.2   494.3   554.7   657.3   928.2  3869.7 10206.4  93736.8    93552
read      356.5   417.6    86.8   139.7   156.1   303.2   385.1   432.9   469.2   514.4   577.9   683.1  1062.6  4578.4 12855.3  65785.4    65694
read      350.6   356.5    86.8   137.5   153.7   312.4   390.8   435.3   468.0   506.1   557.1   637.2   968.9  3449.7 12106.6  29612.7    29574
read      353.2   350.8    80.4   137.2   153.1   309.1   391.6   439.5   476.1   520.7   578.6   674.3   993.9  3230.8 15154.5  51475.6    51355
read      353.9   348.8    80.4   137.7   153.6   300.2   380.8   428.4   464.9   510.3   575.3   686.1  1258.9  3851.9 12228.4  67334.7    67361
read      432.9   726.6    86.8   137.1   154.5   350.4   455.7   525.6   577.5   636.4   702.9   803.8  1432.7  8101.4 35465.3  16275.9    16287
read      360.0   372.9    80.4   138.0   154.4   297.7   377.3   426.0   464.0   512.3   582.1   710.7  1627.1  3282.9 12198.0  81507.3    81508
read      342.8   390.0    80.4   137.3   153.6   292.3   368.9   414.7   449.7   493.3   552.9   656.9   945.4  4388.8 12004.6  87571.7    87619
read      337.7   348.5    80.4   138.9   155.8   291.2   365.1   409.8   444.5   487.8   546.5   644.7   907.7  3908.2 12092.9  99062.9    99068
read      356.0   308.6    80.4   137.4   153.4   311.6   394.4   442.9   479.6   525.6   585.5   684.7  1070.0  3343.8 11637.9  51362.6    51267
read      435.5   808.6    86.8   141.1   161.8   350.7   442.5   497.8   538.3   583.7   642.0   732.7  2289.2  8520.6 32009.3  11847.0    11822
read      403.2   474.8    80.4   144.4   164.5   317.8   401.9   456.4   499.0   553.9   636.0   845.7  1794.2  5025.8 16078.6  97377.8    97494
read      341.8   359.0    80.4   140.0   157.4   295.4   370.2   415.9   451.1   494.6   554.0   654.5   912.9  3906.8 12460.6  97508.3    97350
read      357.8   342.5    80.4   138.5   154.6   310.9   394.2   443.0   480.1   527.3   588.9   690.4  1065.3  3286.5 12468.8  55475.2    55460
read      342.2   349.7    80.4   136.7   153.0   291.6   368.4   414.6   450.1   494.3   555.8   661.6   990.2  3883.2 10751.5  85844.5    85984
read      334.3   306.4    80.4   136.0   151.7   289.1   365.4   409.8   444.4   487.9   546.3   646.3   915.1  3460.3  9744.5  82042.5    82043
read      359.4   372.4    80.4   137.4   153.7   312.1   395.0   443.2   480.0   526.3   587.4   690.4  1091.2  3849.6 12055.2  52889.4    52873
read      450.7   969.0    86.8   138.9   157.8   352.0   448.9   514.9   564.2   616.5   680.4   784.2  1810.6 12857.7 32478.6  14003.6    13911
read      368.4   466.6    86.8   138.3   154.2   314.4   399.1   449.2   487.0   535.0   597.3   718.8  1369.7  3936.5 11739.7  49981.1    49984
read      446.2  1021.7    86.8   149.8   176.1   343.7   422.5   468.8   503.0   545.9   601.4   710.8  2563.0  9104.8 36377.9   9318.5     9274
read      477.8   773.5    80.4   132.9   150.1   329.5   485.8   623.3   720.6   810.3   900.9  1030.7  1680.2  8664.6 31727.5  27244.3    27187
read      459.6   820.6    86.8   134.1   151.5   357.5   492.9   584.4   643.1   698.7   767.4   863.4  1504.7 10192.4 32639.0  18735.3    18735
read      353.9   419.2    80.4   138.1   154.7   296.4   374.4   422.2   458.7   504.1   570.1   683.9  1343.7  4222.4 15827.2  86599.2    86505
read      343.1   345.5    80.4   138.9   155.9   295.8   371.6   417.9   453.3   496.9   557.6   658.8   935.9  3774.4 12049.1  92953.3    93039
read      343.5   329.4    80.4   137.0   152.8   295.9   374.5   421.4   456.7   500.4   561.3   661.4   986.1  3565.5  9609.0  76023.8    75999
read      355.7   360.2    86.8   136.2   151.9   314.6   395.4   441.2   475.2   515.7   569.9   660.0  1051.2  4040.1 11549.8  32309.9    32324
read      343.2   344.9    80.4   137.7   153.9   294.8   372.5   418.8   454.0   497.6   558.8   666.4   992.5  3389.7 12200.6  84194.7    84255
read      344.0   339.5    80.4   137.4   153.4   295.3   374.3   421.6   457.6   502.3   564.3   669.1   977.7  3257.8 11032.9  81636.3    81759
read      363.2   392.2    86.8   136.6   152.6   317.6   399.9   448.7   485.2   530.4   587.9   685.1  1125.8  4046.0 13074.2  37387.0    37291
read      364.0   372.0    80.4   138.4   154.7   310.4   394.8   443.7   482.1   530.9   594.1   710.7  1309.9  3957.4 12496.2  53964.5    53818
read      350.1   349.5    80.4   135.9   151.5   311.9   391.4   436.1   468.6   506.9   558.4   640.3   970.9  3904.2 12179.8  30462.6    30297
read      354.4   470.0    86.8   136.2   151.9   308.4   388.4   434.1   467.7   506.2   558.5   647.1  1068.5  4428.1 20307.0  31497.3    31569
read      371.6   420.7    86.8   140.4   156.6   321.2   404.6   454.9   492.1   539.4   599.6   705.2  1210.1  3773.3 19144.3  38901.7    38927
read      415.6   742.3    86.8   144.8   167.3   343.8   423.5   470.5   505.4   546.8   595.5   681.2  1722.4  9530.6 31648.7  10631.7    10652
read      372.1   457.6    80.4   142.9   161.8   306.6   384.5   433.1   470.4   519.3   587.4   716.8  1609.4  4552.3 16977.9  98019.7    98119
read      374.5   340.1    86.8   140.6   157.5   327.1   414.5   464.6   503.2   551.9   617.2   724.8  1176.4  3503.8 11410.4  48299.2    48176
read      368.7   356.6    80.4   139.9   156.9   324.5   407.2   455.9   492.0   536.4   592.6   689.8  1110.2  3967.5 11223.4  34982.8    34929
read      346.0   248.5    80.4   138.1   154.7   301.7   384.4   431.9   467.7   513.2   576.5   680.9   980.3  2530.5  7730.7  69744.4    69735
read      440.0   394.7    80.4   143.6   162.8   369.3   491.6   578.0   650.4   729.2   814.7   923.0  1150.1  4391.2 12812.4  20756.6    20753
read      351.6   288.6    80.4   139.4   156.7   300.3   380.7   428.9   465.3   511.0   577.7   690.8  1107.7  3159.4  7958.4  84593.5    84642
read      371.8   325.6    80.4   141.9   159.8   332.7   417.7   466.4   504.1   551.3   613.1   708.7  1006.9  2817.3 12402.1  42349.5    42333
read      365.8   305.7    80.4   141.7   159.0   322.6   409.4   459.3   496.8   544.3   609.1   714.5  1005.4  2312.0 10950.6  61494.9    61587
read      352.6   263.5    80.4   140.6   157.8   307.8   390.9   439.8   477.6   525.7   589.5   696.7   968.9  2758.3  8021.4  78007.5    77998
read      345.7   317.6    80.4   141.7   159.5   299.9   376.4   423.2   458.6   502.9   565.0   667.4   926.7  3166.4 12564.1  97383.3    97625
read      449.1   475.7    80.4   139.1   156.8   355.3   491.5   587.9   674.2   763.1   852.7   968.8  1257.3  5058.6 13485.2  23897.9    23781
read      362.8   362.3    86.8   137.9   153.8   304.1   389.6   439.7   478.7   529.1   595.5   724.7  1451.3  3043.9 11714.5  66626.4    66723
read      365.3   305.8    80.4   138.6   154.8   329.6   412.2   461.1   497.3   541.3   593.3   681.0  1002.4  3219.9  8325.3  30997.3    31016
read      372.4   357.2    80.4   138.9   155.4   327.7   414.4   463.9   503.0   552.6   617.0   718.8  1098.9  3233.3 12873.9  47271.5    47394
read      342.2   295.5    86.8   139.9   156.9   296.2   372.7   419.0   454.4   498.5   560.4   663.8   925.3  3382.1  9733.1  95321.2    95335
read      354.1   457.8   101.3   171.8   205.0   317.8   365.4   393.1   413.7   438.3   469.8   522.5   692.8  7015.7 15766.9   5252.8     5252
read      368.7   342.4    80.4   138.5   154.6   307.7   393.6   444.8   484.9   536.9   609.2   743.4  1546.4  3336.2 12310.0  65665.4    65908
read      412.1   380.7    80.4   139.4   157.3   366.0   473.5   547.6   599.8   656.7   716.3   795.8   943.3  4024.6 12702.1  16913.9    16889
read      382.5   353.3    86.8   139.1   155.6   326.5   414.9   468.2   509.8   564.1   635.5   777.4  1368.2  3820.7 12540.6  43019.4    42912
read      342.0   277.0    80.4   141.1   158.8   297.8   373.6   419.4   454.6   498.5   559.1   662.3   911.6  3459.8  8639.4  99866.7    99898
read      358.6   358.7    86.8   137.8   154.0   324.1   407.1   453.4   485.5   523.5   571.6   648.4   941.6  3879.8 10375.3  26552.7    26385
read      436.3   417.4    86.8   139.9   158.3   358.4   490.4   583.6   663.5   744.2   827.7   927.9  1112.7  3941.4 12233.1  22568.2    22616
read      355.6   249.1    80.4   139.9   157.5   314.9   397.0   444.4   480.0   525.3   586.5   688.5  1092.6  1852.3  7979.2  50671.6    50605
read      330.6   237.2    80.4   136.4   153.4   288.6   365.1   410.7   445.3   488.6   546.9   643.7   888.3  2741.5  7834.4  90120.1    90283
read      348.6   258.6    80.4   142.9   161.4   321.9   399.0   440.6   470.1   505.1   551.9   627.5   819.9  1850.2  9936.6  26332.4    26273
read      358.2   237.9    80.4   139.2   156.9   319.2   402.9   452.9   489.7   535.2   593.5   693.2  1013.0  1843.8  7977.7  48622.1    48521
read      355.1   261.1    80.4   141.7   159.5   321.1   401.7   449.2   483.4   525.7   580.4   669.6   906.3  1785.8 10257.7  33925.0    34058
read      339.8   242.7    74.4   136.5   153.3   295.6   377.0   425.0   460.8   505.2   566.7   670.8   945.7  2486.6  7924.0  75770.8    75648
read      416.9   333.2    80.4   143.6   163.1   366.4   476.9   549.4   603.5   666.3   736.8   835.1  1013.9  3792.4 12613.1  19481.0    19482
read      412.0   306.6    86.8   148.2   168.6   374.2   477.2   539.8   581.7   629.7   685.6   766.2   924.7  3467.4 11780.5  15008.2    15054
read      345.8   267.3    80.4   138.6   155.7   295.7   375.9   425.1   462.1   507.5   573.5   686.5  1097.3  2523.4  7943.4  75739.9    75754
read      347.5   374.9    93.8   181.8   211.3   316.9   362.2   389.8   410.0   434.8   468.5   521.8   659.9  5647.2 13644.7   5178.3     5187
read      451.2   367.6    86.8   147.7   169.4   371.4   509.0   614.6   686.0   756.5   833.9   933.2  1144.9  3940.2 12407.1  17634.8    17656
read      348.1   374.6    80.4   139.0   156.7   291.8   367.1   413.0   448.3   493.1   556.7   678.7  1534.9  2969.4 10123.7  96362.2    96343
read      352.6   249.3    80.4   141.2   159.1   321.1   400.7   446.1   478.7   519.6   575.1   664.4   885.4  1679.9  9379.9  36646.4    36665
read      334.5   257.2    80.4   137.2   154.0   291.2   368.8   415.2   450.7   494.3   553.0   654.9   898.0  2788.4  8782.2  85210.5    85269
read      351.9   248.7    80.4   143.3   161.5   321.5   400.8   445.4   477.2   515.6   568.3   653.0   865.0  1460.3  9963.4  31525.3    31525
read      352.0   247.1    80.4   139.7   157.0   310.8   393.0   440.0   475.9   521.8   583.1   687.0   987.4  2149.6  8047.7  61766.4    61798
read      396.8   281.6    86.8   152.1   175.8   365.6   447.2   497.3   535.8   578.9   633.8   713.9   867.7  3428.5  9111.3  12260.8    12253
read      466.4   387.8    80.4   144.6   165.4   357.3   500.8   627.1   732.6   834.4   938.5  1077.9  1325.0  2864.2 12466.8  25632.0    25710
read      349.2   271.6    80.4   137.8   155.0   297.2   379.4   429.0   466.8   514.5   583.1   703.5  1124.5  2775.9  7937.2  79777.9    79937
read      364.0   297.7    93.8   168.3   201.5   336.5   394.2   427.4   452.8   483.5   525.6   591.9   737.4  4367.5 11740.8   7246.4     7271
read      345.6   270.4    80.4   137.4   154.6   292.3   371.6   419.9   456.6   501.8   568.7   687.4  1184.9  2738.4  7858.0  85787.4    85861
read      332.0   319.9    80.4   137.8   154.7   289.6   365.5   411.2   446.5   489.8   548.4   646.3   886.7  2769.7  7698.2  91404.3    91467
read      337.8   233.1    80.4   136.6   153.2   295.4   376.0   423.9   459.7   503.4   563.1   663.0   925.8  2281.0  7844.2  72120.2    72217
read      348.6   248.4    86.8   142.4   160.1   319.9   398.3   442.0   472.7   509.5   560.1   639.2   850.8  1587.7  9470.3  31099.2    31080
read      337.6   230.9    80.4   137.2   153.8   295.0   375.2   422.6   458.2   502.7   565.1   667.3   920.5  2376.4  7643.9  76748.5    76878
read      336.0   255.0    80.4   137.1   153.9   291.8   370.7   417.9   453.3   496.9   556.8   659.5   913.8  2837.6  7866.8  84585.3    84584
read      392.6   297.1    86.8   150.5   173.4   355.0   438.4   491.4   532.8   581.6   642.0   727.5   893.3  3781.4 10610.5  12564.2    12492
read      364.0   277.7    80.4   140.7   159.1   314.2   398.6   448.2   485.7   533.6   600.2   724.1  1291.9  2183.2  8138.6  57037.4    57106
read      329.6   239.8    80.4   138.5   155.6   289.4   363.5   408.2   442.4   483.9   540.8   636.6   865.7  2684.6  7755.9  96165.2    96245
read      359.2   347.2    93.8   171.7   205.1   332.2   387.1   419.0   442.0   469.7   506.9   567.9   709.4  4037.1 15810.4   6763.0     6791
read      358.0   305.5    80.4   139.4   157.5   297.0   376.0   425.4   463.3   510.8   580.9   718.8  1554.1  2968.2  7773.3  90667.7    90728
read      350.6   590.5   101.3   179.4   209.9   313.4   355.9   381.8   401.1   426.6   460.2   513.0   658.9  6864.6 31397.6   5143.9     5151
read      346.6   283.9    80.4   138.0   154.9   292.4   371.0   419.0   456.5   503.4   571.9   692.9  1225.2  2648.6  8123.4  82786.5    82969
read      358.5   416.8    86.8   141.4   159.7   322.7   404.2   451.8   487.1   530.6   587.5   682.1   940.4  1696.5  9571.6  42691.6    42635
read      325.8   262.0    80.4   138.5   155.5   286.2   358.9   402.7   436.3   478.0   535.0   628.6   844.2  2562.0  8024.2  99340.6    99337
read      330.9   257.6    80.4   138.3   155.5   288.6   364.1   409.6   444.7   487.7   545.1   640.2   871.1  2755.2  8782.9  95205.5    95192
read      344.0   252.2    80.4   137.7   154.4   302.4   384.1   431.9   467.5   511.1   572.2   672.5   944.2  2220.2  8086.5  69404.1    69200
read      354.8   294.3    80.4   139.9   157.5   315.7   398.0   444.8   479.0   522.3   580.2   676.0   964.3  2013.9 12714.8  49463.3    49459
read      352.1   236.6    80.4   147.5   165.9   323.9   403.2   447.2   477.7   513.9   563.0   640.5   842.3  1385.4  9648.6  29141.2    29055
read      355.9   262.2    80.4   140.5   158.3   310.3   394.0   443.5   481.5   528.8   591.1   697.7  1016.5  2386.9  9390.3  64320.5    64324
read      353.2   373.6    93.8   176.1   208.0   319.0   367.8   396.4   418.0   443.9   480.0   538.9   716.5  7479.4 14004.7   5750.9     5705
read      346.4   283.5    80.4   137.2   154.2   291.2   369.9   418.0   455.4   502.3   570.3   693.6  1306.4  2669.7  8041.6  84666.1    84816
read      413.1   319.4    80.4   141.4   160.2   348.9   466.3   544.2   607.6   682.8   766.9   871.8  1072.5  2828.1 11295.4  23742.8    23714
read      348.1   293.0    80.4   136.3   152.9   291.2   373.4   423.8   462.2   509.7   578.4   704.6  1349.4  2484.8  9037.0  74193.1    74116
read      414.1   317.6    80.4   144.0   163.2   362.0   473.5   548.9   603.8   668.0   740.4   836.4  1004.9  2535.3 11071.5  20012.4    19948
read      374.1   290.0    80.4   141.7   159.8   323.4   411.3   462.3   501.8   552.5   625.4   759.2  1256.0  2009.8 11283.2  44155.4    44213
read      412.5   298.2    80.4   144.9   164.5   363.2   470.4   542.3   598.6   663.0   732.5   828.8  1004.8  2461.4 10696.8  19376.8    19454
read      374.3   292.5    93.8   170.5   204.3   347.1   407.6   444.0   470.0   501.8   542.8   604.6   749.1  4210.6 10066.8   7245.2     7190
read      391.3   324.0    80.4   144.7   165.1   335.8   422.7   474.7   515.2   566.7   639.7   790.9  1468.8  2225.2 12179.4  47553.1    47657
read      369.6   262.6    80.4   144.2   163.7   332.8   414.6   462.4   498.3   542.9   602.0   701.6  1011.0  1849.0  9782.7  44477.1    44399
read      363.2   339.6    86.8   174.0   207.4   332.7   387.6   420.4   444.6   473.3   511.4   574.9   727.6  4753.9 12876.4   6495.0     6481
read      359.3   359.0    93.8   177.9   210.8   329.6   380.4   410.8   433.5   461.0   497.7   555.9   692.7  4817.2 15115.0   5792.5     5807
read      360.2   300.6    80.4   138.7   156.2   297.6   380.0   430.4   468.6   519.2   591.6   732.9  1612.0  2924.4  8075.1  83116.1    83137
read      392.7   323.0    93.8   159.5   188.0   358.9   433.7   478.4   512.4   553.8   607.2   685.3   843.6  4071.6 12863.6   9600.2     9580
read      404.1   319.7    86.8   147.0   168.1   348.1   438.3   493.8   537.4   590.2   672.8   843.4  1357.2  2335.7 11929.6  37233.1    37385
read      378.4   280.3    86.8   147.7   168.1   344.5   425.3   471.1   506.1   550.4   610.0   708.0   992.4  1939.4  9414.8  33677.9    33706
read      381.8   266.7    86.8   147.5   168.0   347.9   430.1   477.3   513.5   558.8   620.0   720.5  1014.5  1856.7  9597.8  35176.5    35204
read      371.1   272.7    80.4   142.5   161.5   329.4   414.2   463.3   500.5   546.7   610.0   718.5  1087.1  2209.9  9011.9  50588.8    50438
read      361.3   253.5    80.4   141.7   160.1   323.4   406.2   454.5   490.2   535.1   593.1   692.7   996.5  1916.8  8664.6  48771.9    48878
read      358.8   255.5    80.4   141.9   160.1   322.0   403.7   451.5   486.3   529.9   587.1   682.9   987.0  1935.6  7993.7  42783.6    42682
read      353.9   238.5    80.4   144.5   163.0   326.4   404.6   448.5   479.1   516.0   566.1   646.9   849.1  2082.3  8209.8  27348.6    27416
read      349.5   243.2    80.4   138.4   155.3   307.3   390.1   437.9   474.6   520.6   582.5   686.5   977.9  2252.9  7734.4  64525.5    64424
read      349.9   279.4    80.4   138.0   155.1   306.7   388.6   436.0   472.0   517.5   579.1   681.7   988.2  2267.8 11266.5  64291.7    64364
read      344.0   330.4    93.8   180.1   211.6   315.8   361.1   388.7   409.0   434.3   468.7   527.8   655.9  4750.7 14787.0   5498.3     5481
read      473.3   378.4    86.8   145.4   167.3   359.2   506.8   638.1   744.2   850.8   962.4  1102.2  1349.7  2616.4 12215.0  26185.4    26227
read      460.4   395.2    86.8   146.4   167.8   352.0   478.9   583.7   691.7   817.2   941.0  1088.2  1346.8  3544.6 12222.2  26524.7    26586
read      337.8   256.3    80.4   137.9   154.9   293.4   372.5   419.8   455.4   499.2   559.9   665.4   923.9  2827.2  7730.8  86320.2    86286
read      385.5   293.3    80.4   143.3   162.1   332.4   427.6   481.6   526.8   587.6   682.9   819.7  1053.3  2233.0 10702.1  24430.0    24452
read      439.9   377.0    80.4   141.2   160.4   343.6   493.0   601.4   682.2   764.1   852.1   971.2  1183.7  3949.8 13013.4  26905.6    26832
read      373.2   299.2    80.4   147.4   166.5   335.1   420.2   467.2   502.6   547.0   605.1   710.0  1004.7  2598.1 10167.3  29932.6    29795
read      366.0   278.3    80.4   146.1   165.2   324.9   408.0   456.5   493.1   539.4   599.9   703.7  1057.6  1912.6 12084.8  46239.8    46224
read      339.1   257.6    74.4   137.7   154.7   294.0   372.8   420.8   457.0   501.8   564.2   667.9   940.6  2689.1  8000.3  84600.3    84587
read      352.5   256.1    80.4   138.6   155.5   308.8   392.1   440.5   477.1   523.1   585.5   691.1  1011.8  2279.1  8074.7  63384.3    63389
read      355.5   264.4    80.4   139.3   156.7   318.1   400.1   447.4   482.5   527.0   585.6   683.0   984.0  1780.1  8964.5  47027.5    46953
read      333.2   250.7    80.4   137.3   154.5   290.9   367.2   413.5   448.7   492.1   551.6   652.7   895.9  2654.7  8106.0  90640.9    90536
read      402.1   317.2    86.8   151.9   175.5   367.1   452.6   502.5   541.4   586.1   644.3   727.5   910.8  3889.9 12369.8  12424.0    12508
read      387.1   291.4    80.4   145.3   165.4   340.0   425.6   476.0   515.0   566.3   636.9   767.1  1296.8  2437.2  8940.0  38574.1    38491
read      330.4   247.9    80.4   138.7   156.1   289.5   364.4   409.6   444.1   486.3   543.0   638.6   867.6  2593.0  9508.2  97767.2    97806
read      395.9   330.0    86.8   152.0   175.3   357.3   440.3   493.5   533.9   580.8   640.6   727.8   896.7  3836.2 12664.5  11838.9    11813
read      385.0   291.2    80.4   145.2   165.4   338.2   423.8   473.8   511.4   559.2   626.7   750.7  1309.3  2086.2 10363.4  39730.8    39665
read      362.7   253.7    80.4   141.7   160.5   323.9   405.7   455.1   491.9   537.6   596.1   698.6   993.4  2048.0  9035.4  53468.5    53571
read      354.2   267.4    80.4   139.1   156.5   311.3   393.8   442.0   478.6   525.7   587.9   692.8  1008.7  2170.1  8392.6  63107.2    63215
read      340.8   248.4    80.4   136.7   153.7   296.8   376.3   424.6   461.3   506.5   569.2   672.1   947.5  2689.5  7941.3  78799.3    78767
read      382.4   347.2    93.8   160.7   191.5   346.9   419.2   460.2   490.5   526.9   573.8   645.6   798.2  5601.1 12637.3   8658.2     8615
read      355.0   272.1    80.4   137.8   154.5   301.9   386.3   436.4   474.9   524.0   590.4   716.9  1298.0  2365.9  8202.2  68031.5    67903
read      401.5   295.4    86.8   145.1   165.4   361.3   461.8   525.0   570.1   621.1   681.2   764.4   926.7  2882.1 10909.4  16399.4    16398
read      362.9   271.6    80.4   139.1   157.0   315.3   399.3   449.3   487.1   534.6   599.7   721.2  1274.4  1996.1  8193.4  53500.1    53434
read      363.6   249.5    80.4   142.9   161.6   327.6   411.7   459.5   495.3   539.8   596.0   692.2   988.8  1771.2  8324.0  38148.4    38068
read      387.9   735.5    86.8   161.6   191.4   353.3   426.2   468.8   501.8   541.0   589.7   669.9   825.4  3971.8  8690.1   9153.8     9130
read      357.9   298.5    80.4   137.9   154.9   301.5   385.6   435.3   473.3   523.0   591.5   721.0  1380.8  2554.2  9931.1  69119.4    69227
