Timestamp start: 1684583023081
Timestamp end: 1684584823499

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      339.7   274.9    86.8   139.5   156.1   302.6   377.8   422.0   454.9   494.4   543.6   622.7   925.5  3047.4  8400.1  42797.9    42889
read      339.9   337.8    86.8   140.4   158.4   297.2   369.7   413.4   446.8   487.9   542.1   630.5   876.0  3955.1 10660.1  93578.1    93552
read      332.8   321.3    86.8   138.3   154.4   293.1   366.7   408.6   440.3   478.1   528.2   606.9   897.0  3302.0  9323.7  65625.8    65694
read      331.1   348.7    86.8   138.9   154.7   291.2   367.4   411.1   442.9   479.1   522.2   587.7   834.3  3653.7 10164.7  29491.2    29574
read      346.5   323.2    80.4   141.7   158.9   300.4   375.0   418.7   451.5   491.9   544.8   636.1  1242.2  3427.7 10030.2  51347.1    51355
read      346.3   300.2    86.8   142.1   159.5   305.2   381.2   424.9   457.8   498.2   550.3   638.2   945.8  3534.4 11502.0  67319.1    67361
read      395.2   593.2    86.8   139.5   158.2   336.6   429.1   485.5   525.2   569.2   621.9   701.3  1078.6  7010.8 30711.5  16276.7    16287
read      385.2   471.6    86.8   141.7   160.1   306.6   384.0   432.2   469.8   518.7   588.7   764.1  1862.1  3990.5 18903.9  81471.9    81508
read      333.7   330.6    86.8   139.1   155.9   293.0   365.8   408.8   441.8   481.8   534.7   619.9   856.3  3456.6 11974.1  87640.1    87619
read      338.8   315.7    80.4   141.1   159.4   297.9   370.2   412.6   445.1   484.7   538.2   626.4   868.4  3714.5 10251.2  99239.1    99068
read      332.3   394.7    80.4   137.9   153.8   294.3   367.5   410.1   442.4   480.4   530.1   605.3   911.5  3240.7 10000.2  51313.0    51267
read      406.9   973.7    86.8   143.6   164.5   321.8   394.7   436.4   467.0   503.0   547.9   621.6  2364.8 12391.2 36649.1  11832.2    11822
read      366.6   366.4    86.8   142.9   162.3   305.4   380.4   427.1   463.3   508.2   572.5   693.1  1651.8  3728.8 11457.8  97186.6    97494
read      341.1   360.4    80.4   140.9   159.1   297.4   370.0   413.3   446.2   487.0   541.4   630.1   873.1  4032.1 14511.6  97260.0    97350
read      335.5   319.3    86.8   138.6   154.7   296.5   370.4   412.7   444.5   483.1   533.8   614.4   940.3  3004.5 12449.7  55436.1    55460
read      329.9   307.6    80.4   138.4   155.1   288.8   362.2   405.0   437.8   477.6   529.9   613.8   862.8  2990.8 12271.3  86083.8    85984
read      331.5   379.2    86.8   137.9   154.1   287.9   360.7   402.8   434.7   473.0   525.2   609.4   871.8  3576.2 14698.8  82081.7    82043
read      329.4   260.6    86.8   137.6   153.5   292.6   366.1   407.8   439.6   478.6   529.8   608.2   901.1  2564.2  8807.7  52851.6    52873
read      416.6   809.6    86.8   141.5   162.0   336.7   425.7   479.7   516.3   556.4   609.0   689.0  1339.3 12035.4 35134.6  13961.2    13911
read      355.9   400.9    80.4   138.6   155.0   297.4   375.0   421.5   456.8   500.4   559.4   672.2  1501.1  3882.5 14391.1  49969.4    49984
read      410.5   969.6    86.8   153.5   178.6   317.9   385.8   426.2   456.1   491.1   534.4   612.9  2490.7 11681.6 36948.8   9325.3     9274
read      462.3   766.5    86.8   137.9   156.0   322.5   463.2   573.2   663.0   763.2   864.2  1001.1  1454.0  9965.8 31382.2  27220.3    27187
read      434.6   816.5    86.8   136.9   155.5   336.2   444.7   512.4   558.8   608.0   668.6   770.6  2180.0 10817.1 31609.2  18735.9    18735
read      352.1   371.0    80.4   140.0   157.6   298.1   373.2   419.0   453.9   497.2   556.1   660.7  1412.6  3906.8 12199.5  86471.3    86505
read      344.9   308.7    80.4   141.8   160.2   303.1   377.5   422.4   456.6   499.2   555.3   646.1   887.5  3636.0 11436.1  92903.3    93039
read      336.7   330.2    80.4   138.6   155.1   293.9   368.9   413.0   446.3   486.5   539.2   624.7   913.4  3311.9 13388.4  75969.4    75999
read      332.9   351.4    80.4   137.1   152.8   292.2   368.5   412.6   444.7   481.3   527.1   594.0   866.7  3929.1 10374.2  32408.9    32324
read      342.7   325.3    86.8   139.3   156.6   297.6   372.7   417.8   451.8   493.3   547.8   638.8   936.9  3695.0  9387.7  84113.7    84255
read      355.8   400.3    86.8   141.3   159.4   305.1   382.8   428.7   463.7   506.5   565.5   664.5  1018.3  4657.7 14390.0  81728.0    81759
read      338.2   312.4    80.4   138.8   155.0   298.5   374.4   419.3   453.1   492.5   541.3   618.8   954.0  3364.9  9897.4  37323.9    37291
read      341.5   340.9    80.4   139.2   155.7   298.4   373.7   418.1   451.2   490.7   541.2   625.3   975.1  3843.8 11967.8  53954.3    53818
read      338.2   354.0    86.8   138.6   154.5   294.9   371.4   415.9   448.2   485.2   531.2   604.6   949.1  4176.9  9716.4  30239.1    30297
read      329.9   271.5    86.8   138.2   153.8   290.6   367.0   410.3   442.3   478.0   522.4   592.0   932.9  3201.0  8390.7  31523.5    31569
read      342.4   329.3    86.8   139.6   156.1   298.7   373.6   418.1   450.9   490.1   541.0   624.6  1052.3  4095.3 10808.3  38907.1    38927
read      428.8   973.2    93.8   149.9   174.0   333.0   412.3   459.5   492.6   529.4   575.9   655.1  2597.7 12058.5 35881.2  10581.8    10652
read      391.8   413.1    86.8   150.7   172.3   327.7   403.5   452.2   490.5   540.1   612.6   752.1  1745.1  3904.1 15743.0  97998.7    98119
read      338.7   252.1    80.4   144.1   162.4   303.5   378.4   420.5   451.6   488.8   538.3   620.3   897.6  2144.0  8777.6  48097.5    48176
read      345.7   223.6    80.4   143.8   161.4   314.9   392.8   436.0   468.6   507.9   558.9   636.4   876.7  1655.0  8158.0  34796.9    34929
read      345.8   239.3    80.4   142.4   160.3   308.3   387.3   432.5   466.3   506.8   561.9   651.0   895.1  2270.5  7883.9  69700.1    69735
read      397.2   348.5    86.8   145.1   163.5   341.0   443.2   506.8   559.4   620.8   696.2   811.1  1011.5  4973.6 10192.3  20795.4    20753
read      373.6   335.2    80.4   144.0   163.4   308.9   388.9   437.2   474.8   522.6   589.4   731.5  1695.5  2933.5  8715.0  84619.2    84642
read      348.6   255.1    86.8   142.8   160.5   314.9   393.3   437.1   470.1   510.2   562.7   639.7   911.6  2345.5  9012.1  42476.5    42333
read      347.5   294.2    86.8   141.7   159.1   309.4   388.2   432.1   464.6   504.0   555.0   638.0   929.6  2958.2  7868.0  61445.6    61587
read      351.9   324.5    86.8   141.9   159.4   307.5   386.6   432.4   466.6   508.8   567.4   661.7   971.2  3314.6 12178.9  78040.1    77998
read      343.5   282.9    86.8   143.8   162.5   304.3   378.3   422.4   455.6   496.2   549.6   640.9   880.3  2975.9  8541.3  97734.9    97625
read      412.3   401.5    86.8   140.5   158.4   335.0   454.6   534.1   600.4   678.0   770.7   880.3  1100.3  4168.2 10916.9  23762.2    23781
read      349.9   285.1    86.8   141.0   158.0   305.4   385.2   431.2   465.3   506.8   563.3   655.3  1149.8  2623.9  8737.6  66780.0    66723
read      350.1   342.5    86.8   141.4   158.2   311.0   389.1   434.3   467.3   505.6   552.8   627.7   941.2  4072.6 12704.2  31096.7    31016
read      351.8   265.1    86.8   141.3   158.4   313.0   393.2   438.0   471.8   514.0   567.9   652.4  1067.9  2746.6  9680.0  47370.5    47394
read      339.8   247.0    86.8   142.5   160.8   300.8   375.0   419.7   453.2   494.0   547.6   636.7   873.8  2879.9  8000.6  95270.9    95335
read      326.7   496.9   101.3   174.7   200.5   293.6   335.7   360.3   377.4   398.1   426.5   469.9   639.8  6006.3 30725.7   5225.6     5252
read      352.4   349.0    80.4   140.5   157.3   303.1   382.0   427.7   462.2   504.2   561.4   662.8  1295.7  3326.5 11418.2  65717.0    65908
read      379.5   249.7    86.8   143.9   162.9   342.1   434.0   493.3   537.7   587.0   643.1   730.0   873.2  2266.1  8656.7  16846.0    16889
read      346.5   251.3    80.4   142.9   161.0   307.4   383.5   426.8   458.9   497.7   549.6   641.1  1173.4  1882.4  8105.1  42791.2    42912
read      320.2   191.1    80.4   139.9   157.9   288.2   356.8   398.2   430.1   468.2   519.3   597.7   785.1  1822.5  5636.8  99823.9    99898
read      368.3   261.6    80.4   140.1   158.3   314.2   410.4   469.1   516.8   577.0   650.7   774.7   995.8  1862.8  8586.2  26447.5    26385
read      379.1   267.3    86.8   140.3   159.4   331.0   436.0   501.9   547.1   596.2   659.3   757.3   950.6  1661.8  9533.9  22627.3    22616
read      331.1   238.7    80.4   140.2   157.5   293.9   365.9   407.2   438.3   475.3   525.9   611.2  1067.7  1732.3  9449.3  50691.0    50605
read      323.5   235.3    80.4   138.5   155.7   289.0   360.6   402.4   434.5   472.7   525.0   607.1   806.6  2198.9  7438.8  90047.9    90283
read      370.1   283.5    80.4   138.0   155.9   312.4   410.6   473.0   524.7   588.1   666.4   790.2  1002.9  2141.2  9669.3  26223.2    26273
read      331.7   213.1    80.4   138.6   155.6   294.7   368.0   410.1   441.0   479.0   529.9   621.1  1085.4  1644.3  6266.7  48469.1    48521
read      315.2   197.6    86.8   139.5   156.5   288.5   357.3   395.9   423.9   456.3   497.0   560.4   754.0  1377.5  7728.3  34088.9    34058
read      326.3   218.5    80.4   138.4   155.6   292.2   366.1   408.3   439.7   477.5   528.6   611.2   827.4  2067.7  6151.2  75655.8    75648
read      358.9   236.1    80.4   141.9   161.5   324.3   410.9   463.4   500.3   541.7   591.1   669.7   850.1  1616.5  9070.5  19406.4    19482
read      364.5   329.3    80.4   146.6   167.5   332.2   413.3   460.9   493.3   529.2   573.4   638.8   805.7  3874.3 12239.4  15121.0    15054
read      344.8   275.3    80.4   140.3   158.2   296.4   374.2   419.9   454.3   497.1   555.7   665.5  1187.0  2325.8  8844.1  75699.7    75754
read      329.1   353.8    93.8   183.5   208.2   301.5   341.8   366.6   385.0   405.6   434.7   485.2   619.7  6021.2 15628.4   5195.0     5187
read      407.8   290.3    93.8   151.6   173.0   345.6   448.7   521.6   579.7   646.0   732.6   855.0  1055.7  2093.0  9417.4  17541.1    17656
read      369.3   346.2    80.4   143.8   163.5   303.2   378.0   425.9   462.7   507.7   573.3   705.1  1714.0  2902.5 10250.2  96242.4    96343
read      327.3   230.3    86.8   141.8   159.8   297.3   370.6   412.2   442.3   476.1   519.6   587.0   797.4  1490.0  9573.9  36623.4    36665
read      331.3   215.3    80.4   139.7   157.6   295.3   369.3   413.3   446.7   487.2   541.3   629.2   840.6  2206.6  6338.1  85113.7    85269
read      319.7   206.6    80.4   142.0   159.8   292.4   364.1   403.1   431.3   463.6   503.8   568.2   751.2  1362.0  6712.4  31596.9    31525
read      325.0   197.5    80.4   139.5   156.9   296.1   368.5   409.2   439.2   474.5   521.7   592.2   789.6  1810.4  6378.3  61731.6    61798
read      349.5   391.0    86.8   150.9   174.0   319.8   387.4   425.4   453.1   485.1   525.6   590.1   742.1  3977.2 13657.1  12282.6    12253
read      418.0   301.9    86.8   143.4   164.0   329.6   452.1   542.3   619.3   712.2   829.8   963.7  1176.0  1816.6  8455.5  25542.5    25710
read      333.8   231.6    80.4   139.0   156.7   296.1   370.3   414.5   447.9   488.8   543.1   632.8   880.4  2338.0  6850.9  79983.9    79937
read      321.3   308.5    86.8   165.6   190.7   298.0   344.1   370.1   389.6   412.3   442.9   492.8   624.1  4598.1 13092.7   7315.2     7271
read      349.4   292.7    80.4   139.8   158.1   296.3   371.2   417.4   452.8   497.0   558.7   675.7  1472.4  2795.0  8934.6  85871.4    85861
read      327.9   221.8    80.4   139.4   157.3   292.4   365.2   408.3   441.1   481.0   534.5   620.9   825.8  2141.4  6782.8  91399.4    91467
read      324.1   195.1    80.4   138.1   155.5   292.4   365.2   406.8   438.1   475.0   525.1   603.5   809.4  1903.1  6007.8  72206.5    72217
read      316.9   210.9    80.4   141.2   158.7   290.7   359.6   397.5   425.2   457.3   497.2   557.8   736.0  1302.4  9124.0  31101.6    31080
read      324.1   206.5    80.4   137.9   155.1   290.2   362.9   404.3   435.9   474.5   526.1   607.5   817.7  2094.9  7294.3  77033.7    76878
read      328.4   214.1    80.4   138.8   156.8   293.4   367.1   409.9   442.9   483.3   536.4   622.0   830.4  2135.3  6433.6  84459.4    84584
read      344.7   249.1    86.8   149.8   172.3   317.3   384.9   424.3   453.7   487.9   530.7   594.4   756.7  2920.0  9419.4  12526.7    12492
read      343.8   259.3    80.4   140.2   158.5   298.6   372.9   417.1   449.7   489.6   543.3   642.1  1312.6  2151.1  8346.1  57140.3    57106
read      327.7   208.3    80.4   140.4   158.7   294.3   365.2   407.6   439.8   479.8   532.9   617.6   812.4  2066.8  6421.1  96339.2    96245
read      311.5   266.4    93.8   166.1   190.2   289.6   334.1   359.7   378.0   400.3   430.8   477.4   593.7  3921.1  9589.8   6746.5     6791
read      340.3   287.0    80.4   139.6   157.8   294.3   367.1   410.9   445.0   487.1   543.5   641.2  1336.9  2545.1 10981.9  90670.4    90728
read      304.9   309.4    93.8   173.9   194.4   278.1   315.9   338.2   354.7   374.1   402.0   454.4   596.9  4424.9 12353.0   5176.5     5151
read      339.2   268.8    80.4   139.4   157.3   296.9   371.0   415.2   449.2   490.8   545.6   640.2   975.1  2515.5  9727.0  83005.4    82969
read      324.4   246.2    80.4   139.5   156.6   295.9   366.1   404.7   433.9   468.1   512.1   582.0   796.7  1590.8  9847.5  42679.2    42635
read      326.8   217.8    80.4   141.2   159.7   293.2   363.6   405.6   438.0   476.7   529.9   614.5   801.1  2077.2  7166.0  99296.0    99337
read      324.0   205.0    80.4   139.3   157.0   290.0   361.1   402.9   435.3   474.8   527.8   610.5   807.0  2032.6  6387.5  95231.2    95192
read      329.1   211.7    80.4   139.2   156.7   295.5   369.4   411.7   443.1   480.7   530.4   609.6   826.8  2078.7  6067.5  69402.5    69200
read      330.8   207.7    80.4   141.8   159.8   301.8   374.8   415.7   445.5   481.0   528.3   601.2   827.5  1640.7  7107.6  49446.8    49459
read      322.9   241.1    80.4   143.1   161.0   296.1   368.5   406.3   433.4   464.1   502.6   563.6   730.3  2150.5  9679.4  29062.7    29055
read      328.7   199.3    80.4   140.7   158.9   299.1   372.1   413.5   443.7   479.8   527.0   599.7   804.9  1770.4  7736.1  64348.4    64324
read      323.7   323.3    93.8   176.7   202.5   298.2   339.6   363.8   381.9   403.5   433.4   486.6   633.3  4029.2 12210.6   5737.1     5705
read      344.0   258.5    80.4   140.9   159.3   297.1   372.6   418.2   452.5   495.3   553.5   656.5  1091.2  2692.5  7792.9  84742.6    84816
read      369.2   246.9    86.8   140.0   158.8   321.3   417.2   477.2   524.5   578.6   645.1   751.9   951.3  1529.3  9004.2  23654.6    23714
read      329.0   230.1    80.4   137.8   154.9   288.9   362.6   405.2   437.8   477.5   531.0   621.1   968.2  2214.3  5839.4  74105.9    74116
read      357.8   250.0    80.4   141.9   161.3   322.5   407.2   459.3   497.1   540.2   593.1   675.5   853.3  1397.8  8797.4  19929.7    19948
read      327.6   222.1    80.4   139.9   157.3   294.6   365.1   404.8   435.3   470.8   519.2   598.0   938.0  1601.8  9039.3  44167.6    44213
read      356.2   271.9    80.4   141.8   161.2   320.4   403.9   455.2   492.0   534.2   586.2   665.0   849.2  2316.0  9437.4  19478.4    19454
read      319.6   239.4    93.8   165.1   190.0   299.6   347.9   375.8   395.2   418.2   448.6   498.2   624.0  3196.0 11776.9   7205.7     7190
read      363.2   249.8    86.8   147.0   167.6   325.0   402.1   447.5   480.5   520.6   575.2   674.5  1162.8  1969.8  9450.5  47611.0    47657
read      343.3   216.0    86.8   145.0   164.4   314.7   387.7   429.0   459.6   495.8   543.8   623.1   857.4  1699.9  9355.7  44372.0    44399
read      316.9   302.1    93.8   169.3   193.5   293.4   337.2   362.1   380.0   401.6   431.6   481.5   613.6  4847.9 12256.1   6448.0     6481
read      314.7   262.2    93.8   172.0   194.8   291.9   335.0   359.8   377.0   398.0   427.4   478.9   613.3  5172.9  9521.9   5850.5     5807
read      346.3   274.5    80.4   140.0   158.2   296.7   372.1   418.3   453.1   496.4   555.7   665.3  1209.9  2703.6  8292.1  83180.8    83137
read      337.6   258.5    86.8   157.0   181.7   311.8   370.8   405.3   431.1   461.2   499.3   556.7   695.5  3827.2 10183.0   9645.0     9580
read      359.9   246.1    86.8   146.9   168.0   323.9   398.0   441.4   473.4   511.7   565.3   666.7  1108.5  1726.9  8888.5  37323.7    37385
read      348.9   226.6    86.8   148.2   169.3   320.8   390.8   430.8   460.4   496.1   543.4   622.7   870.8  1897.9  9069.3  33826.4    33706
read      348.1   237.3    86.8   147.6   168.4   321.1   392.0   431.6   460.8   495.4   540.9   618.3   856.1  1642.8  9400.1  35258.9    35204
read      348.0   236.3    80.4   144.6   164.3   317.7   392.6   434.8   466.3   503.8   552.6   634.2   881.6  1795.9  8744.8  50349.1    50438
read      333.3   216.5    80.4   142.3   160.9   303.8   376.5   418.2   448.6   484.4   531.4   605.0   826.4  1676.2  8662.7  48783.6    48878
read      327.3   217.9    80.4   141.9   159.8   299.2   369.4   409.2   438.2   471.8   517.2   587.0   809.3  1584.0  7915.7  42706.5    42682
read      317.2   198.5    80.4   142.5   160.6   292.4   362.7   399.8   426.4   456.9   494.6   550.3   707.5  1462.0  8945.9  27450.7    27416
read      330.0   208.2    80.4   140.5   158.8   297.5   370.9   413.2   443.9   480.8   529.2   606.0   841.8  1977.2  5898.3  64363.6    64424
read      334.8   227.8    80.4   140.8   158.8   300.2   375.3   418.5   449.9   487.3   536.6   618.0   863.5  2154.2  8414.2  64353.8    64364
read      312.2   317.9    93.8   173.6   196.6   289.2   329.3   352.5   369.1   389.5   416.0   460.7   586.2  5338.2 10873.0   5488.2     5481
read      424.5   341.1    86.8   143.3   163.1   326.3   449.1   547.6   636.8   742.5   859.3   995.8  1221.4  1896.3 10401.4  26190.6    26227
read      424.0   329.9    86.8   143.2   163.4   327.3   450.8   546.7   631.7   732.9   855.3   996.4  1222.6  1858.0  9657.9  26619.7    26586
read      374.3   336.1    80.4   142.8   162.5   305.6   384.4   432.9   470.2   517.2   583.8   734.9  1721.0  2861.5  9162.7  86349.4    86286
read      387.1   282.2    74.4   141.9   161.0   328.2   433.4   502.9   556.3   618.1   691.1   812.6  1021.0  2330.5  8850.3  24402.6    24452
read      398.1   276.8    80.4   141.5   160.2   329.6   446.2   526.8   587.8   656.0   748.3   869.4  1072.4  1590.6  8597.0  26890.5    26832
read      400.9   301.2    80.4   140.2   159.2   318.5   441.5   529.5   597.7   674.3   775.1   905.2  1120.1  1748.1  9509.0  29775.8    29795
read      340.7   247.3    86.8   142.7   161.1   301.8   376.6   419.5   450.9   489.0   540.6   635.2  1100.8  1736.8  6924.9  46308.1    46224
read      335.3   213.4    80.4   141.5   160.1   298.8   373.8   418.3   452.1   493.5   547.6   636.6   856.1  2119.6  6253.9  84661.3    84587
read      336.3   222.2    80.4   144.6   163.3   302.3   375.8   418.7   450.5   488.7   538.4   619.7   856.5  2019.2  8452.5  63299.7    63389
read      334.7   221.0    80.4   142.7   161.2   305.1   377.6   418.9   448.8   484.7   532.5   608.6   859.2  1635.5  8901.9  46889.3    46953
read      330.9   229.3    80.4   139.9   158.0   293.2   366.8   410.9   444.5   485.5   539.9   629.4   847.5  2233.7  8468.5  90389.0    90536
read      358.0   241.8    86.8   151.8   175.1   330.4   402.1   445.3   475.3   509.3   551.6   618.1   777.7  3752.6  8372.9  12487.3    12508
read      356.4   236.7    80.4   145.5   165.4   318.4   393.8   437.0   469.7   510.6   568.5   674.1  1111.8  1618.9  8112.6  38528.4    38491
read      325.7   221.6    80.4   140.5   158.5   291.2   362.4   404.4   437.2   476.4   529.4   614.4   817.6  2000.0  6701.2  97820.3    97806
read      351.3   253.7    86.8   153.1   177.8   324.3   392.5   432.2   461.4   494.7   536.5   598.0   759.6  2936.6  9917.9  11853.2    11813
read      359.0   254.3    80.4   146.1   166.5   317.9   393.3   436.3   468.5   507.2   562.6   673.2  1210.7  1886.7  9202.9  39653.0    39665
read      341.5   220.9    80.4   143.2   162.6   311.2   385.9   427.9   458.5   495.1   542.4   621.0   852.0  1746.2  8480.6  53513.1    53571
read      335.2   229.8    80.4   141.8   160.3   302.4   376.4   419.1   450.8   488.9   537.9   617.8   848.4  2012.0  8936.1  63304.9    63215
read      333.2   215.5    80.4   139.4   157.3   297.0   372.6   417.4   450.8   491.3   544.5   632.4   851.3  2078.8  7627.0  78946.5    78767
read      329.3   277.3    86.8   161.7   186.8   306.4   359.8   391.0   413.7   440.8   475.6   530.8   663.2  2373.2 12075.5   8635.0     8615
read      341.6   280.6    80.4   138.5   155.9   293.2   368.4   412.6   446.1   487.3   543.2   648.6  1377.0  2238.4  9663.1  67864.4    67903
read      352.6   255.1    80.4   143.6   164.0   321.7   399.7   446.8   480.7   519.0   567.4   635.5   796.6  2310.8 10086.4  16316.4    16398
read      345.4   251.1    80.4   139.9   158.0   299.7   374.2   418.9   451.9   492.4   547.7   655.4  1322.2  2042.9  7921.0  53427.9    53434
read      323.2   203.2    86.8   141.3   159.0   296.1   365.2   403.7   432.8   466.6   509.3   580.7   801.9  1391.1  8216.4  38051.3    38068
read      342.9   341.4    86.8   161.7   187.4   314.3   372.4   404.2   428.8   457.4   493.2   548.4   692.2  4990.0 12857.5   9183.0     9130
read      337.2   241.8    80.4   139.9   157.9   297.8   371.0   414.0   446.7   486.7   539.6   631.0  1000.4  2199.7  8040.7  69122.7    69227
