Timestamp start: 1684915284580
Timestamp end: 1684917085022

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      302.0   231.2    74.4   123.5   139.1   269.8   338.5   379.5   409.8   446.5   491.1   555.6   730.7  2352.5  9038.3  85051.6    84944
read      312.5   270.2    74.4   126.3   142.2   276.9   347.4   390.1   422.3   460.3   507.5   581.2   764.7  2830.5  9678.7  85717.4    85666
read      292.7   235.3    74.4   122.2   137.3   265.1   328.2   366.4   395.3   430.2   470.4   526.5   653.1  2243.5  5971.4  51935.4    51918
read      295.5   267.6    80.4   121.9   137.2   263.5   330.5   371.5   402.2   437.5   475.3   529.1   717.6  2490.7  6460.7  34335.7    34406
read      367.8   621.5    80.4   123.7   139.7   267.4   358.9   419.4   466.4   557.7   715.5   855.2  1139.2  7538.2 30075.2  28698.9    28664
read      320.6   365.6    74.4   124.7   140.8   270.2   343.2   389.4   423.7   461.3   506.9   591.6  1075.7  4988.8 10144.6  38160.0    38289
read      390.7   858.7    80.4   125.1   141.4   291.8   386.5   452.1   512.1   577.6   649.6   742.2  1180.6  9866.3 35783.8  20608.0    20658
read      373.8   757.2    80.4   127.0   144.4   295.6   377.6   431.0   465.8   503.9   547.4   621.5  1639.1  9510.6 32108.0  13948.6    13840
read      361.5   517.7    74.4   126.4   143.9   280.0   348.8   396.8   434.3   478.2   536.4   659.1  1828.1  5797.1 13266.2  93267.0    93419
read      306.6   264.2    74.4   125.2   141.5   271.9   338.5   379.9   411.9   450.7   498.7   571.8   738.7  3068.0  7803.4  98299.4    98284
read      300.1   209.1    80.4   124.0   139.4   270.6   339.2   377.7   406.3   441.3   482.6   542.6   697.2  2455.8  5517.7  71584.0    71313
read      287.9   222.0    74.4   120.1   134.7   260.6   323.7   362.7   392.7   429.1   468.8   522.5   658.5  2036.6  5662.1  42154.4    42089
read      292.6   212.7    74.4   121.5   136.4   264.8   327.6   366.4   396.0   432.2   473.5   529.7   685.4  2134.3  5697.9  46527.3    46458
read      295.7   241.1    74.4   123.6   139.0   264.3   332.1   372.9   402.3   435.2   470.4   522.2   687.1  2603.1  8956.5  30753.4    30755
read      293.2   259.7    74.4   121.0   136.0   263.7   327.1   366.4   396.3   432.5   472.4   529.3   680.5  2279.4  9711.1  42832.4    42889
read      307.9   295.1    74.4   124.4   141.0   271.3   338.6   379.7   411.0   449.4   496.9   568.2   751.0  3480.2  9864.4  93659.7    93552
read      306.5   283.7    74.4   125.4   141.3   275.0   343.3   382.8   412.3   447.5   489.8   548.1   705.1  2943.4 10129.3  65748.7    65694
read      294.6   259.8    80.4   123.9   139.8   262.7   332.7   374.0   403.6   435.7   469.9   518.5   671.5  2321.2  7996.9  29596.9    29574
read      300.7   228.7    80.4   123.0   138.5   271.2   337.8   377.3   406.9   443.2   485.1   543.0   720.8  2228.7  7838.3  51420.1    51355
read      303.4   240.9    80.4   123.5   138.8   274.7   343.8   383.0   411.4   445.4   487.0   547.0   724.8  2422.5  7693.1  67362.7    67361
read      343.6   512.7    80.4   123.3   138.6   282.8   357.6   408.7   456.6   510.5   568.5   650.8   865.1  6118.8 28145.1  16307.6    16287
read      340.7   394.9    74.4   125.5   141.9   276.0   345.1   389.0   422.8   462.5   513.1   609.2  1749.9  3744.9 12178.1  81549.3    81508
read      308.8   228.0    74.4   125.2   141.2   275.7   344.1   386.0   417.9   456.8   504.9   577.9   757.3  2671.6  7526.3  87807.9    87619
read      305.7   285.5    74.4   125.3   141.7   269.8   335.1   375.6   407.6   447.0   496.0   569.8   750.9  2907.1 10241.5  98897.0    99068
read      295.0   202.3    74.4   121.7   136.9   272.4   334.5   370.5   398.1   431.9   471.4   529.1   685.3  2256.1  5812.5  51196.7    51267
read      345.8   693.5    80.4   127.5   145.3   275.0   337.6   379.1   410.7   444.3   485.5   548.7  1909.5  7320.1 31603.5  11802.0    11822
read      354.3   355.9    74.4   127.7   146.1   281.4   350.7   397.3   434.1   478.7   540.4   690.6  1713.8  3162.8  8350.4  97333.1    97494
read      300.9   238.2    74.4   124.0   140.5   268.3   333.0   372.4   403.3   441.7   490.6   561.5   722.5  2578.5  9070.6  97474.0    97350
read      307.1   248.4    74.4   123.6   139.1   278.4   346.3   385.6   415.0   450.0   492.9   554.0   777.0  2350.9  8153.0  55410.3    55460
read      304.8   265.9    74.4   123.7   139.6   271.6   339.7   380.7   411.5   448.3   493.9   561.3   736.9  2770.0  7159.1  85753.0    85984
read      305.7   242.4    74.4   125.0   140.5   272.2   340.6   381.2   411.8   448.4   493.6   560.3   749.4  2952.0  7519.2  82084.1    82043
read      294.9   205.8    74.4   121.0   135.9   268.4   333.2   371.2   401.5   437.5   478.9   537.4   679.0  2117.3  6335.1  52786.6    52873
read      391.7   873.5    80.4   128.8   148.0   310.0   383.1   425.5   455.5   490.4   534.6   603.2  2391.3 11262.9 31793.7  13990.4    13911
read      330.0   461.1    74.4   120.8   136.1   270.5   342.5   388.6   424.2   464.9   515.0   613.2  1292.2  6150.9 17029.9  49878.1    49984
read      350.6   928.2    86.8   138.2   158.6   271.3   329.3   362.1   385.7   413.5   446.2   492.5  1602.8 10168.8 33819.9   9300.1     9274
read      420.3   656.5    68.9   123.7   142.1   303.6   446.7   545.3   611.0   679.4   758.3   877.6  1517.3  7288.3 31094.6  27268.7    27187
read      398.8   590.1    80.4   132.4   153.1   315.5   415.3   492.8   551.6   605.8   664.7   750.0  1415.7  5767.0 29478.8  18566.6    18735
read      331.1   328.8    80.4   124.6   140.5   271.6   340.8   384.1   417.5   457.4   507.6   603.4  1631.7  2954.3  8755.9  86543.4    86505
read      305.2   296.5    74.4   125.9   141.8   268.0   335.4   376.4   408.3   447.4   495.3   564.6   736.9  2978.3 10771.0  93084.1    93039
read      301.1   201.6    74.4   124.7   140.1   271.1   339.6   380.1   410.5   446.6   489.8   550.8   723.8  2052.6  5353.1  75837.3    75999
read      292.1   260.0    80.4   123.8   139.3   257.1   326.5   369.9   401.6   436.0   470.3   517.6   681.9  2221.2  9406.4  32313.7    32324
read      305.6   300.6    74.4   123.1   138.5   270.6   339.5   380.5   411.1   447.7   492.8   558.3   754.5  2692.4 10181.1  84170.9    84255
read      304.0   250.6    74.4   125.1   140.5   271.4   340.5   381.3   411.9   448.8   494.2   559.8   726.8  2345.2  8687.3  81880.4    81759
read      291.5   210.2    80.4   122.2   137.5   258.4   325.1   368.7   401.1   438.1   474.9   525.7   688.3  2084.3  7944.5  37425.6    37291
read      293.9   214.2    80.4   122.2   137.4   266.6   330.3   368.1   397.3   433.1   473.6   531.3   672.8  2177.3  7687.3  53925.3    53818
read      299.2   411.0    80.4   123.3   138.7   259.0   330.5   372.8   402.4   435.3   468.8   516.4   696.2  4613.1 13908.2  30169.4    30297
read      288.6   286.7    80.4   122.0   137.2   255.5   324.2   366.9   396.9   430.3   464.6   508.7   629.4  1815.8 11465.2  31505.7    31569
read      290.7   219.9    80.4   121.9   136.7   260.3   324.3   365.3   396.7   433.6   472.9   525.0   667.3  2075.0  7518.2  38986.9    38927
read      342.6   707.8    86.8   140.6   160.4   282.2   341.8   379.0   406.6   438.5   473.0   534.2  1395.6  6811.1 31916.4  10747.1    10652
read      373.6   393.1    74.4   128.8   146.9   284.4   357.4   409.6   451.9   499.5   564.3   999.2  1791.9  3211.6 10341.7  97992.6    98119
read      300.1   239.0    80.4   123.3   138.8   270.1   335.4   374.7   405.8   443.9   485.8   543.5   712.4  1964.1  8655.4  48236.1    48176
read      296.6   265.2    80.4   122.1   137.2   264.9   332.3   373.9   404.7   440.5   478.0   532.3   712.7  2762.5  8221.2  34993.9    34929
read      304.2   282.6    80.4   124.5   139.9   271.9   339.0   378.0   407.2   442.7   485.4   546.4   732.2  2655.4  9689.0  69661.7    69735
read      366.0   597.5    80.4   125.3   141.4   287.2   378.6   440.0   499.6   569.6   646.1   741.5   948.3  8000.6 31065.7  20756.9    20753
read      315.7   300.4    74.4   126.2   141.7   269.5   338.4   380.0   411.6   449.3   496.3   570.3  1324.4  3023.5  6962.0  84448.9    84642
read      293.6   248.3    74.4   122.0   137.0   263.1   326.5   366.0   396.8   434.3   474.4   528.1   688.6  2389.4  8563.4  42488.9    42333
read      295.5   214.7    80.4   121.9   136.9   269.7   334.5   371.9   400.0   434.9   475.7   534.5   691.6  1868.9  6788.8  61543.4    61587
read      308.6   286.5    74.4   126.4   141.5   274.9   344.1   385.3   416.6   453.8   498.4   565.6   755.3  2474.3 12063.0  78106.0    77998
read      311.8   341.4    74.4   126.2   142.8   272.5   339.8   382.4   415.6   455.8   505.0   580.9   766.3  3299.6 11778.4  97604.0    97625
read      367.1   559.4    80.4   121.3   136.2   273.4   371.2   434.7   500.3   591.4   687.8   792.4  1018.8  6993.9 28141.5  23902.4    23781
read      315.6   314.4    74.4   122.8   138.2   272.1   338.5   377.7   407.2   444.8   491.3   566.9  1444.1  2797.0  8865.0  66687.3    66723
read      287.9   226.4    80.4   121.4   136.1   258.4   323.9   364.9   393.8   427.0   462.6   508.8   664.0  2418.0  7001.0  31016.3    31016
read      301.0   298.8    80.4   122.5   137.4   272.0   335.2   372.3   401.1   437.7   481.5   541.4   729.7  2558.4 11522.4  47546.0    47394
read      305.6   273.8    74.4   125.0   141.1   269.1   335.4   376.4   408.2   448.1   497.6   569.3   744.5  3182.6  9299.4  95222.9    95335
read      316.3   728.3    86.8   152.0   175.6   257.8   293.6   313.6   328.5   346.2   371.6   417.2  1501.4  7668.9 31413.0   5271.4     5252
read      335.5   499.9    80.4   124.6   139.9   272.2   342.0   383.6   415.7   455.7   505.4   593.9  1677.6  4393.2 17690.8  65812.9    65908
read      364.5   469.1    80.4   127.8   145.4   314.1   394.3   441.7   477.4   521.4   573.7   651.7  1198.4  6038.1 15722.9  16880.9    16889
read      407.5   369.4    80.4   121.5   137.4   277.0   381.4   466.8   569.4   780.9   975.4  1153.9  1457.9  2680.9  9030.4  42753.3    42912
read      764.5   757.4    80.4   211.3   241.0   432.3   643.2  1363.9  1469.6  1586.5  1704.0  1884.3  2838.9  6517.2 18181.8  99892.7    99898
read      390.0   556.3    80.4   122.9   138.6   274.8   368.8   441.7   500.8   591.6   712.3   938.5  1714.0  6510.7 21901.0  26327.0    26385
read      408.2   739.6    80.4   126.8   146.0   305.3   415.1   513.5   585.4   639.9   701.0   785.8  1375.1  8537.5 31781.2  22563.0    22616
read      396.8   346.7    74.4   123.4   140.1   277.8   382.7   468.7   580.7   762.0   890.4  1045.2  1397.0  1868.6 10006.6  50659.0    50605
read      516.6   560.9    74.4   143.7   168.8   318.4   421.3   507.7   594.0   832.9  1394.9  1734.6  2518.8  3185.5 12390.5  90337.4    90283
read      376.2   289.2    80.4   129.7   146.9   289.1   397.0   472.9   556.1   666.8   768.5   887.9  1076.6  1786.1  8755.5  26248.0    26273
read      308.8   227.7    74.4   126.3   142.1   274.1   341.5   382.5   413.1   451.2   495.3   557.7  1096.4  1803.4  7346.6  48627.0    48521
read      291.6   189.0    74.4   126.1   141.7   262.5   330.8   372.0   401.1   435.9   472.8   521.4   634.0  1442.2  7558.2  34181.6    34058
read      303.5   202.7    74.4   127.3   142.9   273.6   343.7   385.1   415.5   451.7   495.2   556.7   701.3  1864.4  6918.3  75606.9    75648
read      356.4   291.5    80.4   132.3   148.6   297.8   387.6   447.9   505.0   572.8   643.6   734.8   932.8  3575.3  8662.0  19416.1    19482
read      351.6   306.8    80.4   135.3   152.4   314.0   401.9   459.1   496.3   537.0   583.8   647.6   785.3  2959.6  9972.4  14968.4    15054
read      318.3   235.1    80.4   129.9   145.6   277.9   351.9   395.0   426.8   464.2   508.9   579.6  1098.8  2439.8  5945.8  75690.4    75754
read      279.6   302.2    93.8   159.0   180.5   254.0   288.7   309.5   324.7   342.5   366.3   402.2   505.5  4860.7 10819.7   5168.9     5187
read      387.2   311.1    86.8   140.2   160.2   325.1   440.4   521.9   575.7   630.6   692.6   782.5   934.7  2433.0 10528.3  17612.4    17656
read      357.4   348.2    74.4   135.1   154.1   297.5   371.6   419.1   457.0   503.6   564.0   675.0  1655.9  2985.4 10119.1  96467.3    96343
read      308.1   258.2    80.4   129.3   145.0   275.7   345.0   387.4   419.1   455.9   496.1   547.3   730.2  2252.7  9207.1  36665.1    36665
read      310.4   204.7    74.4   127.9   143.8   277.1   347.3   390.6   423.1   461.6   508.7   579.9   746.5  2295.4  5740.4  85238.3    85269
read      298.5   202.8    80.4   125.3   140.4   269.8   338.8   380.2   409.5   443.2   480.8   531.1   688.8  1921.7  6458.0  31550.9    31525
read      316.3   205.6    80.4   130.7   146.6   285.8   359.0   401.0   432.5   468.9   513.5   578.2   747.3  1883.7  5890.0  61802.1    61798
read      324.0   238.2    80.4   132.8   151.4   291.3   357.6   399.9   435.8   477.2   524.6   590.8   730.2  3416.6  8903.6  12166.3    12253
read      413.1   359.4    80.4   136.4   155.1   304.9   434.4   555.4   661.4   751.8   845.2   959.0  1167.5  2451.7 10285.6  25600.9    25710
read      343.0   316.1    80.4   133.0   150.3   291.7   367.8   413.7   449.6   493.2   549.6   649.3  1469.1  2680.6 10037.5  79960.0    79937
read      316.0   386.0    86.8   147.1   172.6   281.7   332.7   363.2   386.0   414.0   450.4   503.0   629.4  5548.1 16168.7   7263.1     7271
read      323.2   270.4    74.4   128.2   144.9   274.2   346.1   389.5   422.6   463.1   515.1   602.1  1373.7  2706.6  7630.2  85677.6    85861
read      299.9   186.2    74.4   127.1   143.4   269.3   336.8   377.4   408.4   447.4   495.8   565.2   700.9  1704.6  4278.2  91705.3    91467
read      303.3   192.8    74.4   127.4   143.2   275.7   345.0   384.6   413.7   449.5   493.3   555.2   716.7  1704.2  6575.7  72386.6    72217
read      295.4   179.9    74.4   123.5   139.1   270.8   343.4   384.5   411.8   442.9   479.7   529.3   638.8  1135.7  6412.1  31170.1    31080
read      298.6   169.5    74.4   124.0   139.8   273.3   341.0   380.4   409.3   444.5   488.3   548.6   696.1  1613.9  4204.2  76723.1    76878
read      300.6   178.5    74.4   123.2   139.5   272.7   340.9   380.5   409.9   446.5   493.1   560.0   725.4  1811.6  4489.4  84526.7    84584
read      329.7   231.0    80.4   135.1   154.7   305.1   371.3   412.9   445.1   480.6   522.9   585.3   734.9  1601.5  8548.9  12487.9    12492
read      320.9   243.4    74.4   124.3   141.0   281.4   350.9   391.5   422.2   459.8   506.4   586.1  1352.1  1975.7  5611.0  57185.6    57106
read      301.0   175.0    74.4   127.1   143.8   271.5   338.6   379.9   411.9   451.6   500.9   571.4   704.9  1160.9  4471.5  96238.9    96245
read      308.2   295.8    80.4   153.0   178.3   286.5   333.0   359.3   377.7   400.0   427.5   468.6   569.8  5668.5 10717.7   6762.4     6791
read      361.2   344.4    74.4   129.0   147.2   289.7   365.2   413.8   452.3   498.7   561.8   708.2  1740.4  2881.0  7778.4  90550.0    90728
read      306.1   293.0    93.8   162.7   186.2   285.5   325.7   347.7   364.5   383.8   408.5   450.8   561.0  4250.9 13102.0   5199.4     5151
read      316.7   250.0    74.4   123.8   140.3   270.2   341.0   384.8   417.8   458.0   508.6   593.9  1312.0  2538.0  6725.5  82791.3    82969
read      292.3   178.3    74.4   120.5   136.5   263.2   335.3   380.1   411.7   447.1   484.1   531.3   627.2  1282.6  7216.8  42666.7    42635
read      293.1   175.1    68.9   124.7   141.2   264.9   329.4   369.2   400.0   437.5   485.7   548.3   676.5  1329.1  5719.6  99273.1    99337
read      296.8   196.7    74.4   124.8   141.2   266.4   333.3   373.3   403.7   441.0   489.4   558.6   701.9  1645.8  5884.2  95233.3    95192
read      291.1   178.6    74.4   121.6   137.4   267.7   332.2   369.1   396.8   430.4   472.2   531.0   646.6  1543.2  7308.8  69206.1    69200
read      289.6   169.0    74.4   121.8   137.8   265.8   328.5   366.0   394.0   427.8   469.9   526.2   656.0  1454.0  5439.5  49576.1    49459
read      357.1   276.2    74.4   126.1   143.7   282.3   386.1   454.8   519.0   607.8   706.1   824.3   996.7  1369.7  7687.1  28927.7    29055
read      312.0   225.4    74.4   122.7   138.8   271.3   339.9   380.5   411.0   450.2   499.0   577.4  1214.4  2018.9  5974.1  64503.0    64324
read      277.9   274.8    86.8   155.7   176.9   256.8   291.1   312.0   327.2   344.5   367.9   402.9   500.3  5546.1 11081.3   5688.1     5705
read      304.4   250.6    74.4   122.0   137.9   260.9   326.5   365.9   395.4   431.7   480.1   556.7  1354.9  2422.9  6818.1  84625.6    84816
read      338.5   239.5    80.4   125.1   141.3   286.6   380.8   439.1   492.6   554.3   621.2   715.8   868.3  1701.6  7756.0  23765.1    23714
read      304.7   225.5    74.4   121.4   137.4   263.3   329.8   369.1   398.8   434.5   482.0   558.3  1320.2  2087.8  5169.3  74171.0    74116
read      326.1   211.7    74.4   128.2   144.5   290.3   368.3   417.3   459.4   508.3   565.2   644.0   795.9  1256.5  6229.1  19956.3    19948
read      300.9   223.1    74.4   121.7   137.3   259.0   325.2   368.8   400.8   439.3   488.7   574.3  1023.3  1469.5  8359.9  44236.4    44213
read      330.4   255.1    80.4   129.9   146.5   295.4   374.5   423.1   462.0   507.0   561.7   636.9   797.1  2122.6  9049.6  19473.3    19454
read      281.4   202.6    86.8   149.5   170.3   264.5   308.6   333.0   349.6   369.5   393.8   428.6   510.0  2072.7  8128.9   7191.4     7190
read      333.1   258.8    80.4   128.5   146.2   289.0   358.7   400.3   431.4   470.0   519.4   609.2  1387.7  1946.3  7054.2  47596.3    47657
read      310.0   197.2    80.4   128.1   146.0   285.9   352.6   392.9   422.9   458.4   499.9   552.6   676.9  1468.0  7508.5  44498.6    44399
read      276.6   247.6    86.8   153.3   173.2   256.8   294.6   317.4   333.9   352.5   376.4   416.4   506.5  3410.0 10723.8   6508.7     6481
read      277.4   329.0    86.8   156.1   175.7   254.3   290.6   311.8   326.7   343.6   365.6   397.8   490.2  4367.3 13596.7   5780.1     5807
read      318.2   269.5    74.4   125.0   141.2   267.5   336.6   378.9   411.1   451.4   504.7   594.0  1536.7  2586.0  8591.4  83053.9    83137
read      302.6   222.9    80.4   142.3   163.9   282.0   334.8   365.5   388.7   415.8   450.1   501.1   597.6  2073.1  9841.2   9587.1     9580
read      331.1   244.0    80.4   129.2   147.6   287.1   357.1   400.6   432.9   473.1   523.7   632.9  1189.8  1679.2  5968.4  37462.1    37385
read      309.7   173.8    80.4   130.1   148.6   286.8   351.8   391.5   419.3   451.8   492.3   546.6   706.6  1282.3  6116.9  33708.7    33706
read      308.1   200.0    80.4   129.9   147.7   283.1   346.0   385.3   413.2   445.8   487.3   542.6   718.3  1514.7  9057.1  35270.0    35204
read      321.1   201.5    80.4   129.9   148.3   296.3   366.0   405.3   434.7   471.0   515.1   578.7   751.7  1620.5  7287.5  50325.1    50438
read      309.1   208.4    74.4   127.9   145.6   286.6   353.3   392.3   421.1   456.0   498.6   553.6   682.7  1384.6  5872.6  48925.7    48878
read      303.4   187.6    80.4   126.3   144.2   280.9   344.4   382.6   410.1   443.5   484.6   540.3   677.9  1414.9  6916.4  42621.0    42682
read      328.0   250.4    74.4   125.6   142.9   271.8   345.0   392.3   427.3   474.0   556.8   786.6  1021.7  1580.6  9274.7  27396.6    27416
read      306.1   205.6    74.4   123.9   140.3   277.3   342.3   379.7   406.9   440.1   484.8   549.1   928.6  1858.2  4136.0  64302.4    64424
read      297.1   172.3    74.4   123.3   139.5   275.0   339.9   377.1   404.0   436.3   477.6   536.1   683.1  1627.7  5411.9  64438.3    64364
read      260.6   255.8    93.8   150.4   170.5   242.5   272.5   290.0   302.9   318.7   340.5   373.0   454.6  4334.5 11133.3   5423.6     5481
read      406.2   331.1    80.4   128.6   145.3   288.8   395.6   501.2   657.1   794.7   907.9  1030.8  1230.9  1607.5  7981.0  26159.4    26227
read      407.4   354.9    80.4   126.4   142.0   280.7   383.5   480.3   680.6   828.6   939.4  1061.6  1260.3  1803.5 10025.4  26426.4    26586
read      326.3   264.5    74.4   124.9   141.8   277.6   348.4   392.3   425.0   465.1   516.6   602.7  1554.1  2695.7  7730.8  86357.4    86286
read      352.0   257.3    80.4   124.8   141.0   295.6   398.1   461.6   513.9   580.0   657.1   759.5   939.3  1255.1  8714.7  24451.6    24452
read      363.9   257.9    74.4   122.0   139.1   306.4   421.1   493.3   547.8   608.6   680.0   783.6   961.0  1427.5  7998.3  26715.7    26832
read      369.3   252.9    74.4   122.3   140.0   321.9   432.3   501.2   549.2   602.5   666.4   776.4   986.4  1339.7  7812.8  29934.4    29795
read      301.0   189.4    74.4   120.0   136.2   265.7   339.7   387.7   422.6   461.7   504.4   561.5   805.1  1376.3  6375.7  46326.0    46224
read      291.6   184.5    68.9   121.8   137.7   264.6   328.7   368.0   398.4   436.2   484.5   545.4   666.8  1539.8  6307.0  84648.0    84587
read      293.2   177.1    74.4   122.1   138.3   269.8   333.8   371.2   399.0   432.2   475.6   536.1   659.6  1652.1  5511.9  63335.1    63389
read      289.9   168.1    74.4   121.6   137.5   265.6   328.2   367.4   396.2   430.7   473.8   532.1   659.0  1271.8  5888.8  47005.3    46953
read      289.6   169.8    74.4   120.5   136.3   263.6   328.3   366.8   395.6   430.1   474.7   540.0   675.3  1564.6  4192.2  90482.6    90536
read      306.6   186.8    80.4   135.8   154.4   286.8   346.6   381.6   407.1   438.4   478.4   535.0   647.7  1035.6  7092.1  12565.3    12508
read      330.5   250.7    74.4   126.3   143.9   279.1   353.8   402.1   437.4   482.0   535.9   667.2  1172.0  2073.0  7558.4  38414.1    38491
read      295.7   180.8    74.4   123.6   140.6   266.6   333.0   373.5   403.7   440.6   487.1   552.6   696.2  1566.6  5183.4  97625.9    97806
read      300.4   207.5    80.4   133.6   152.6   278.8   333.1   365.8   391.9   423.7   464.0   521.1   640.6  1542.8  8536.0  11673.4    11813
read      328.3   251.1    74.4   126.5   144.3   278.6   349.1   395.9   430.8   472.9   525.9   644.4  1196.8  1681.7  7286.5  39549.9    39665
read      305.9   190.9    74.4   125.5   143.4   282.6   347.5   387.3   416.7   452.3   495.0   549.1   674.0  1501.1  7554.6  53634.6    53571
read      305.8   165.9    74.4   124.6   142.2   283.7   349.9   389.8   419.3   454.5   497.6   553.9   679.0  1525.4  4184.3  63297.0    63215
read      294.9   188.3    74.4   122.3   138.5   268.3   334.8   373.4   401.8   436.0   480.5   541.3   679.9  1693.8  7385.7  78684.3    78767
read      287.7   242.3    86.8   142.1   163.4   267.7   311.9   337.6   357.1   380.4   410.2   455.2   554.8  2862.7 10251.5   8577.0     8615
read      304.3   227.7    74.4   122.9   139.0   268.1   334.0   372.7   401.5   436.7   483.8   551.4  1126.8  1998.2  7558.0  67900.3    67903
read      317.4   258.0    74.4   131.4   148.8   290.9   360.6   399.2   429.5   467.2   512.3   579.7   717.6  1493.3  9865.7  16442.7    16398
read      303.5   223.7    74.4   122.9   138.9   267.5   332.6   372.1   401.9   437.8   485.5   555.3  1120.8  1704.8  6934.5  53457.9    53434
read      291.2   174.9    74.4   122.8   138.5   262.3   331.0   373.8   404.3   438.0   479.6   533.0   654.0  1360.0  5681.8  38163.6    38068
read      301.7   241.6    80.4   140.4   161.6   278.2   331.1   362.8   386.6   414.6   451.8   507.5   639.0  2058.4  9933.6   9172.3     9130
read      308.0   224.8    68.9   123.0   139.4   269.7   338.6   378.9   408.4   444.7   492.2   566.3  1162.4  2003.6  6438.4  69183.1    69227
read      289.4   191.5    74.4   122.7   138.7   259.3   328.5   372.0   402.6   436.8   477.1   528.5   631.0  1260.9  7599.0  37679.3    37496
read      292.6   169.4    74.4   122.4   138.5   266.0   332.4   371.7   400.5   434.7   479.8   543.2   681.9  1569.0  4762.0  84044.0    83925
read      292.9   181.1    74.4   123.5   139.8   266.7   332.6   372.0   401.5   436.6   481.0   537.6   656.1  1231.6  7633.1  51021.7    51037
read      287.2   177.9    74.4   123.6   139.5   258.6   328.7   372.1   401.4   432.5   470.4   520.3   626.1  1045.2  5029.9  33729.3    33690
read      290.8   182.5    68.9   122.6   138.4   266.4   329.1   366.9   394.9   427.7   469.1   528.4   659.5  1553.5  5978.2  51582.3    51474
read      297.1   176.2    74.4   124.1   140.2   271.3   338.3   377.0   405.6   439.6   483.7   545.1   690.4  1666.1  5154.9  73745.7    73708
read      296.5   191.0    74.4   124.4   141.1   266.9   333.5   373.7   403.6   439.9   487.4   557.6   708.1  1501.1  6150.1  98710.0    98618
read      300.5   193.1    74.4   122.8   139.4   271.9   339.9   380.0   409.2   444.9   491.0   557.8   730.4  1728.3  6430.0  82078.7    81977
read      295.9   190.6    74.4   123.0   139.3   266.5   333.9   374.0   404.0   440.5   488.2   554.8   703.2  1595.4  5958.9  91599.1    91567
read      294.9   172.1    74.4   125.7   141.8   268.4   333.4   373.6   403.9   439.8   485.1   540.4   654.0  1395.6  6364.8  48302.4    48236
read      298.7   179.1    74.4   127.0   143.6   268.9   336.5   377.2   407.5   444.3   491.9   559.5   700.8  1628.5  5217.2  91829.7    91726
