Timestamp start: 1684915284580
Timestamp end: 1684917085022

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      294.3   194.9    74.4   126.2   142.3   268.1   332.0   371.4   401.4   436.0   480.8   536.7   641.6  1406.8  6735.4  52506.9    52458
read      307.0   198.5    74.4   125.5   142.2   280.2   348.6   388.5   417.5   453.0   498.7   564.5   733.9  1743.1  5835.4  70446.4    70467
read      292.6   172.7    74.4   123.3   139.4   269.1   334.7   372.4   399.8   432.3   473.9   533.7   656.8  1560.3  5152.9  71013.0    71151
read      298.6   187.0    74.4   124.0   140.2   273.2   339.7   379.5   408.5   443.3   487.0   546.3   680.9  1584.3  6527.1  64985.3    65016
read      290.5   200.9    74.4   122.9   138.9   263.8   327.5   368.2   398.2   432.6   474.2   529.1   640.7  1349.8  9878.4  42094.4    42057
read      289.4   170.1    74.4   122.8   138.6   264.9   329.6   367.7   395.4   428.1   468.9   529.0   657.5  1564.7  6085.5  78861.6    78821
read      290.7   169.6    74.4   122.4   137.9   268.7   331.0   368.2   395.4   427.3   467.5   525.7   652.3  1548.4  5878.9  60965.1    60720
read      286.9   184.6    74.4   121.3   136.4   263.7   324.7   362.6   390.3   422.1   461.4   517.0   664.8  1349.0  7332.4  40025.4    39911
read      311.3   266.0    80.4   134.1   153.8   282.3   340.0   377.3   406.6   441.2   482.8   541.4   678.7  3064.8 10015.8  10712.7    10628
read      317.4   260.0    74.4   125.4   141.8   273.5   342.4   383.6   414.3   452.5   503.2   593.6  1344.1  2078.6  8676.6  73740.1    73736
read      282.4   243.1    86.8   143.9   166.3   259.7   300.7   326.8   346.8   371.2   401.9   449.9   562.3  3603.0 10223.4   7309.7     7334
read      356.1   347.8    74.4   124.6   143.1   282.0   352.9   399.2   434.6   478.9   541.0   721.8  1731.9  2786.3  9474.4  91778.6    91868
read      311.3   198.3    74.4   125.6   142.5   283.9   354.1   394.1   423.9   460.1   506.0   578.4   760.5  1823.2  5399.3  76757.9    76670
read      309.4   246.4    80.4   137.5   158.2   280.3   338.1   374.5   402.7   436.9   479.2   539.1   675.5  2597.8 11390.2  10406.3    10405
read      405.2   298.1    80.4   134.3   154.8   312.5   438.1   537.8   623.0   715.9   815.8   936.5  1136.6  1474.9  8118.8  26149.3    26019
read      336.0   248.2    74.4   127.5   144.6   293.3   365.3   407.3   439.7   479.9   532.6   624.5  1448.0  2030.8  6372.5  55397.7    55530
read      303.7   186.7    74.4   126.0   142.7   277.3   348.2   389.5   417.7   449.7   489.5   543.9   694.4  1406.0  7015.9  29709.1    29615
read      314.0   199.8    74.4   126.9   143.7   288.2   358.4   398.4   428.4   464.7   510.4   578.0   745.1  1655.4  7954.6  66238.3    66057
read      310.7   201.0    74.4   126.7   143.7   285.7   354.5   394.3   423.6   458.7   502.2   562.5   724.2  1604.9  7291.3  55364.1    55281
read      349.3   269.0    80.4   129.8   146.7   301.9   393.4   452.7   501.9   558.4   622.3   713.1   876.8  2109.6 10294.4  21139.9    21177
read      386.4   472.5    74.4   130.6   149.5   298.2   377.4   431.1   472.4   522.1   588.6   797.0  1893.7  2980.6 14741.4  88286.7    88239
read      307.7   197.4    74.4   124.6   141.0   279.8   351.4   393.4   425.0   462.3   508.2   572.6   710.5  1651.8  5659.9  70138.0    70227
read      348.6   245.1    80.4   127.9   144.1   291.7   390.5   453.5   506.3   569.8   642.5   746.0   917.3  1926.3  9014.0  23442.4    23421
read      315.9   222.8    74.4   126.5   143.7   277.1   345.8   387.8   419.8   459.3   511.1   595.1   937.1  1991.0  5543.8  97085.6    97104
read      281.7   327.8    86.8   150.4   172.1   256.4   295.2   317.4   333.7   352.6   377.8   418.1   530.3  6224.7 12266.6   6275.6     6235
read      330.8   263.4    74.4   124.8   141.7   283.6   355.9   400.3   433.7   475.4   529.3   615.8  1482.8  2029.8  8110.6  57887.3    58045
read      355.3   281.6    80.4   125.4   141.7   294.1   394.7   459.5   516.5   587.5   669.4   779.7   968.2  1491.1 10043.4  23942.0    23729
read      323.1   238.2    74.4   124.6   140.5   274.9   351.7   398.9   434.2   474.2   526.5   619.8  1177.0  1760.9  6817.4  40887.9    40897
read      307.9   185.5    74.4   124.6   141.1   280.8   353.9   396.9   428.3   465.3   510.4   569.5   685.0  1545.7  5865.4  53398.3    53312
read      312.6   225.3    74.4   127.2   143.6   280.5   352.8   396.3   429.0   468.2   520.1   592.5   756.4  1679.6  7161.9  87177.3    87262
read      306.3   188.6    74.4   123.8   140.3   277.7   349.9   392.1   423.0   459.7   506.0   573.3   722.1  1641.3  6032.4  81815.6    81836
read      309.2   187.0    74.4   126.2   143.0   278.8   348.8   391.5   423.6   463.4   514.5   589.5   752.8  1580.6  4333.0  92242.1    92274
read      307.0   185.3    74.4   125.0   141.8   278.9   348.2   391.0   424.3   466.6   515.9   572.4   678.6  1476.0  5617.1  47169.1    47252
read      308.1   183.0    74.4   124.1   140.5   278.9   349.6   392.9   426.8   467.7   517.1   580.1   711.8  1673.0  5925.0  75955.1    75747
read      308.0   195.8    74.4   124.5   141.0   279.1   348.6   390.8   422.9   461.7   509.8   579.5   733.7  1773.6  5622.7  80891.4    80994
read      306.0   202.7    74.4   125.5   142.3   274.3   342.8   385.3   417.2   455.4   505.1   581.3   749.6  1690.2  6310.0  98346.1    98224
read      289.5   237.2    86.8   150.2   173.6   266.6   312.7   342.7   364.9   389.8   419.0   459.3   545.7  1992.4 11029.8   7748.4     7737
read      346.3   248.7    80.4   130.9   149.8   300.5   377.0   421.3   454.1   495.6   547.9   676.8  1235.6  1682.8  7864.3  37416.7    37514
read      324.5   252.8    86.8   145.0   169.2   300.6   363.6   398.0   423.4   452.7   489.6   541.3   673.8  3113.7 12080.1  10705.7    10640
read      335.1   280.7    74.4   126.5   144.1   284.1   358.8   403.5   437.9   479.4   534.7   632.5  1549.8  2738.8  7765.9  90544.9    90490
read      304.1   191.4    74.4   124.3   141.1   274.5   344.9   386.5   417.6   454.8   502.2   572.8   730.1  1609.2  6198.8  92529.0    92514
read      307.2   202.4    74.4   124.2   140.7   276.1   346.9   389.1   420.6   459.1   508.2   582.6   746.6  1771.3  7124.0  89056.9    89245
read      306.2   183.3    74.4   123.3   139.9   279.0   350.5   391.7   421.8   458.3   504.3   570.3   726.1  1677.4  5284.6  73547.7    73823
read      313.9   213.3    74.4   127.7   144.8   281.0   356.7   403.9   439.4   480.9   528.0   587.0   714.7  1469.2  6434.5  46429.1    46565
read      360.5   233.8    80.4   133.1   152.5   331.9   426.2   477.0   512.3   553.4   604.5   681.2   859.6  1178.5  9869.5  21457.1    21419
read      321.1   211.2    74.4   125.5   141.9   282.7   358.8   404.3   439.1   480.8   531.3   602.4   994.1  1998.3  5653.9  66999.6    66915
read      300.9   189.5    74.4   124.5   140.2   270.8   347.9   393.0   423.5   456.6   494.9   544.7   664.1  1385.0  6245.3  31791.9    31667
read      312.4   191.4    74.4   124.9   141.4   284.1   356.4   397.4   428.0   464.9   513.6   585.1   770.6  1727.8  5825.9  72278.4    72255
read      311.0   204.8    74.4   126.2   143.3   278.7   348.3   391.0   422.9   462.5   514.8   594.7   779.2  1714.4  6038.7  99583.7    99535
read      306.5   278.9    80.4   138.2   159.5   281.2   334.0   365.2   389.1   418.3   456.3   513.3   632.6  3931.6 11002.0   9316.1     9226
read      321.7   234.8    74.4   126.4   142.9   283.6   356.9   399.5   431.2   469.5   519.8   597.2  1149.9  2025.2  6379.4  67665.7    67844
read      312.4   193.3    74.4   127.3   143.6   283.3   356.2   398.2   429.1   465.8   512.8   579.9   741.9  1723.7  5851.4  71370.3    71413
read      310.4   199.2    74.4   128.9   146.1   279.0   348.3   390.1   421.5   460.1   510.4   587.8   756.0  1656.0  7209.7  97035.0    97328
read      310.6   185.4    74.4   129.5   146.8   284.0   355.6   396.4   426.8   462.3   505.7   565.1   695.1  1578.6  5489.2  55334.6    55113
read      306.2   206.7    74.4   127.2   143.5   280.4   348.3   388.0   417.0   451.7   495.2   554.1   699.4  1598.6  8811.0  53865.7    53743
read      320.1   245.0    80.4   132.4   149.6   294.5   359.2   398.7   430.1   468.0   513.4   577.8   723.0  2529.3  9195.4  15279.9    15253
read      345.8   323.6    74.4   128.9   146.8   286.1   359.7   405.3   441.1   484.3   541.1   650.7  1664.5  2769.6  8595.0  90713.7    90605
read      352.6   272.5    74.4   127.0   142.6   284.5   382.3   445.8   504.7   591.2   688.8   804.0   991.0  1591.8  8383.1  25718.4    25767
read      351.3   306.7    74.4   129.3   148.0   289.2   362.4   408.9   445.5   490.4   549.3   673.2  1691.9  2699.9  8008.4  93527.3    93458
read      310.3   183.8    74.4   127.5   144.6   279.8   350.0   392.5   425.0   465.2   516.9   590.1   742.9  1508.7  5035.6  94964.9    95080
read      312.3   332.4    74.4   127.4   144.0   280.2   353.1   396.4   428.6   467.8   520.0   592.5   744.8  1570.3  8135.9  88633.7    88399
read      307.7   204.4    74.4   126.6   143.3   277.1   346.2   387.1   417.9   456.0   506.0   583.6   748.1  1786.9  7688.6  95699.1    95681
read      296.8   176.4    74.4   125.4   141.1   270.1   341.6   383.0   412.1   444.7   483.5   537.0   662.0  1186.5  6074.0  32920.3    33003
read      306.0   182.4    74.4   127.0   143.9   275.5   343.9   386.2   417.9   456.7   506.1   579.6   739.8  1589.2  5472.1  98737.9    98809
read      313.5   199.6    74.4   128.8   145.5   286.2   358.3   399.8   430.7   466.8   513.0   576.6   728.0  1768.1  6160.4  64527.1    64610
read      306.0   181.1    74.4   128.2   144.5   282.0   350.1   390.4   419.8   454.3   497.4   554.8   685.7  1440.1  6294.8  51115.7    51183
read      302.5   270.7    80.4   125.1   141.1   273.5   340.0   373.0   395.5   423.4   463.7   545.4   740.4  3225.1 10749.9   2815.9    20194
