Timestamp start: 1684856473470
Timestamp end: 1684858274998

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      296.9   167.1    80.4   129.0   144.7   272.7   337.0   373.1   400.3   433.4   476.7   544.1   689.9  1420.4  5434.2  82196.1    81977
read      302.7   181.7    80.4   130.0   146.1   276.0   340.0   378.1   407.1   444.8   494.2   568.4   720.9  1183.5  5575.7  91920.9    91567
read      301.9   198.1    80.4   130.7   146.6   283.8   343.9   378.5   403.5   433.3   470.8   531.0   667.2  1325.6  8643.9  48283.6    48236
read      307.0   191.7    80.4   131.0   147.6   280.0   344.3   383.4   413.3   452.2   503.6   580.5   730.6  1155.7  7165.1  91877.3    91726
read      303.2   181.2    80.4   131.0   146.9   286.1   347.5   382.4   407.4   437.1   476.4   535.7   661.3  1243.6  7346.5  52428.1    52458
read      304.1   196.5    74.4   130.5   146.3   281.7   344.9   382.2   409.2   442.3   485.1   547.7   688.7  1502.7  7712.4  70289.1    70467
read      305.0   182.8    80.4   130.7   146.5   281.8   346.3   383.9   411.2   445.2   489.9   554.4   706.3  1456.5  5816.8  71057.7    71151
read      300.6   164.4    80.4   130.4   146.0   281.2   343.9   379.7   405.5   437.2   478.6   540.1   675.6  1235.9  4295.1  65014.3    65016
read      293.5   167.0    80.4   129.6   145.4   276.1   335.8   369.0   393.2   421.7   457.9   510.4   632.2  1209.0  6800.3  42053.9    42057
read      305.7   179.8    80.4   131.0   147.3   282.4   346.2   384.2   412.9   449.1   496.8   565.9   701.9  1192.9  4745.1  78767.9    78821
read      298.1   168.4    74.4   129.3   145.0   279.7   342.1   377.1   402.5   433.4   471.9   532.6   656.9  1225.3  5793.7  60559.3    60720
read      294.0   167.5    80.4   130.4   146.2   277.9   336.3   368.5   391.9   419.4   455.2   508.0   628.1  1298.2  6120.8  39777.3    39911
read      300.9   232.0    86.8   140.0   158.8   280.9   329.6   360.3   383.2   410.4   446.9   503.1   614.1  2891.1  9889.0  10684.7    10628
read      310.0   197.8    80.4   131.0   147.0   280.2   345.4   383.4   411.5   446.9   493.6   566.0   894.1  2060.6  5092.5  73819.7    73736
read      282.2   229.0    86.8   148.6   170.4   265.5   303.6   325.3   341.7   361.8   387.2   426.5   519.6  2950.6 11048.8   7312.9     7334
read      321.9   258.9    80.4   130.7   147.2   279.2   345.2   385.2   416.2   455.2   506.7   593.3  1364.3  2681.7  9037.2  91472.6    91868
read      299.4   174.8    80.4   129.6   145.3   277.2   340.9   377.1   403.7   436.7   480.8   544.7   684.9  1207.3  5495.2  76437.7    76670
read      304.0   226.9    86.8   140.3   158.6   282.4   332.6   364.9   389.9   420.6   460.5   519.9   644.0  1491.6  9458.9  10492.6    10405
read      400.2   343.3    80.4   134.4   151.1   287.3   390.7   501.3   635.7   745.7   868.8   991.5  1177.7  3115.0  9797.8  25993.9    26019
read      318.8   212.7    80.4   132.2   149.0   290.4   355.8   394.0   422.8   457.5   502.1   573.2  1035.9  1806.0  5926.2  55580.0    55530
read      291.9   186.0    80.4   132.3   149.2   273.1   332.4   364.8   387.7   413.7   446.5   495.3   604.0  1330.0  7148.3  29564.3    29615
read      305.9   165.7    80.4   131.2   147.3   285.8   349.5   386.3   413.3   446.2   488.9   550.3   688.6  1327.3  5194.0  65930.9    66057
read      303.6   180.0    80.4   131.0   146.7   285.4   348.1   383.6   409.5   441.3   482.2   540.9   663.9  1366.2  5154.5  55094.6    55281
read      340.7   260.1    80.4   133.6   149.9   297.4   375.2   426.7   472.5   530.9   595.4   689.3   863.7  2090.3  9395.2  21198.1    21177
read      331.2   268.5    80.4   131.5   148.3   281.6   347.4   389.1   421.4   462.1   516.2   613.1  1569.7  2519.8  7622.1  87965.0    88239
read      308.7   212.1    80.4   131.8   148.1   284.5   349.8   387.4   415.6   450.4   494.4   558.4   696.6  1744.1  8436.8  70082.3    70227
read      339.2   225.8    80.4   132.3   148.4   289.2   371.3   426.7   478.4   546.0   621.8   720.1   902.3  1258.8  6723.5  23452.3    23421
read      340.9   308.9    80.4   134.6   152.0   285.7   353.4   397.1   432.3   476.1   534.1   635.7  1604.6  2813.4  9412.0  97117.0    97104
read      280.6   512.8    93.8   151.1   172.2   256.5   288.5   307.3   320.4   337.9   360.5   396.4   497.4  3953.6 31012.9   6273.0     6235
read      324.5   215.9    80.4   133.2   150.7   293.8   359.1   397.5   427.0   462.4   509.2   586.8  1109.9  1773.0  5704.1  57913.1    58045
read      351.8   316.2    80.4   132.6   149.7   288.9   371.2   427.7   486.7   569.1   657.6   767.1   982.7  2552.3 12091.7  23734.6    23729
read      313.5   211.0    74.4   132.0   148.8   283.5   345.1   381.7   408.1   440.5   485.9   562.2  1036.9  1626.8  7311.5  40871.9    40897
read      305.9   191.8    74.4   131.2   147.8   286.4   349.9   385.7   411.7   443.0   483.1   543.1   680.2  1268.0  7708.0  53272.3    53312
read      302.6   204.9    74.4   129.5   145.2   276.3   341.3   379.3   408.1   444.9   493.0   567.1   713.0  1229.3  6151.3  87151.0    87262
read      305.7   171.5    80.4   130.9   147.1   280.7   345.9   385.4   415.1   451.9   499.1   568.9   711.9  1214.9  5257.2  81881.3    81836
read      304.2   187.1    80.4   130.2   146.5   276.3   340.4   378.9   408.5   447.0   497.2   572.3   726.4  1396.3  5787.6  92282.6    92274
read      295.7   157.3    80.4   129.3   145.0   278.7   339.3   372.9   397.8   427.1   463.6   518.7   643.4  1225.2  5179.9  47154.3    47252
read      305.6   171.4    80.4   130.7   146.5   281.8   347.0   385.4   413.9   448.7   493.4   559.8   712.5  1519.7  4842.3  75767.6    75747
read      300.5   183.7    80.4   129.4   145.1   276.6   340.7   377.4   404.9   438.9   484.0   550.2   693.1  1340.8  6140.6  80982.4    80994
read      296.2   178.2    80.4   129.0   144.8   268.5   332.7   370.8   399.9   435.5   483.4   555.0   707.6  1103.4  5631.3  98169.9    98224
read      286.8   260.0    93.8   148.5   170.3   268.8   308.3   331.5   349.3   371.1   398.1   437.8   543.3  3237.0 10672.2   7841.3     7737
read      334.3   246.6    80.4   139.1   157.8   301.4   363.5   400.0   428.2   463.2   511.0   599.4  1135.8  1836.7  8228.3  37593.7    37514
read      322.5   255.9    86.8   146.5   167.6   293.1   349.5   386.5   415.0   450.9   498.6   568.4   710.2  2509.9 10353.4  10554.6    10640
read      355.3   325.1    80.4   133.1   150.8   289.5   357.2   401.5   437.5   484.6   546.0   682.4  1726.4  2694.6  9666.1  90324.4    90490
read      303.0   183.5    74.4   130.1   146.3   276.4   341.0   379.2   408.3   445.5   494.5   569.3   724.9  1100.2  5567.5  92656.1    92514
read      308.4   212.8    80.4   129.9   145.9   275.5   341.1   380.5   410.8   449.4   500.5   581.6   814.9  2154.6  6350.4  89137.1    89245
read      305.9   197.7    80.4   130.1   145.9   281.1   346.4   384.5   412.5   446.8   491.4   557.7   725.9  1709.1  6239.2  73869.9    73823
read      300.9   179.4    80.4   130.4   146.2   283.3   344.4   378.2   402.9   433.0   470.4   529.1   661.2  1265.8  5864.1  46674.3    46565
read      347.5   271.7    80.4   132.6   148.7   298.0   380.6   438.8   493.8   553.6   620.3   712.5   909.3  2806.5  8653.3  21502.9    21419
read      316.3   250.3    80.4   130.2   146.2   279.4   344.8   383.5   412.1   447.3   494.4   573.9  1236.8  1990.1  8890.1  66949.3    66915
read      292.8   208.6    80.4   131.1   147.3   271.2   333.1   366.6   390.1   417.1   451.1   501.2   628.4  1697.7  8088.7  31787.6    31667
read      301.4   192.1    80.4   129.7   145.6   278.0   343.2   380.4   406.6   439.1   480.7   542.3   683.3  1568.5  7576.0  72480.6    72255
read      307.8   170.6    80.4   132.5   149.2   279.5   345.3   385.3   415.9   455.0   506.3   585.8   739.3  1014.5  4557.2  99483.0    99535
read      294.3   258.7    86.8   142.2   162.6   272.6   319.0   346.7   368.0   392.2   421.4   466.7   581.0  3679.1  9632.6   9215.3     9226
read      317.5   235.6    80.4   130.9   146.9   279.5   345.1   383.9   412.8   448.3   495.7   577.5  1292.0  2033.3  6178.1  67739.6    67844
read      307.2   185.1    80.4   130.9   147.0   284.4   349.8   388.2   416.4   450.6   494.9   559.7   701.7  1340.7  5857.0  71405.0    71413
read      300.5   181.0    74.4   129.8   145.7   273.1   337.3   375.1   404.3   442.0   491.8   566.5   722.3  1169.2  4741.8  97410.9    97328
read      302.9   165.2    80.4   130.3   146.2   284.5   346.7   382.3   407.4   437.8   478.1   537.4   676.3  1390.9  4356.4  55377.7    55113
read      308.7   200.1    80.4   131.8   148.0   289.1   352.5   388.3   414.2   445.9   487.9   547.3   686.8  1524.6  8969.3  53506.6    53743
read      325.3   243.1    86.8   136.4   153.2   298.1   362.2   402.0   433.2   470.3   516.3   580.7   720.1  2998.5  9640.5  15207.4    15253
read      357.6   338.5    80.4   131.9   149.4   285.1   355.0   398.8   433.1   477.0   540.6   726.8  1716.5  2721.6  8466.8  90597.7    90605
read      360.1   304.5    80.4   132.6   148.8   289.7   380.9   448.0   521.8   605.6   692.8   796.0  1004.4  2422.2  9792.6  25758.7    25767
read      368.5   338.8    80.4   133.7   152.0   291.0   362.2   409.2   447.9   495.9   563.4   778.3  1753.2  2701.2  7282.2  93507.3    93458
read      305.0   215.5    80.4   130.5   146.9   276.4   341.2   379.8   409.1   446.9   496.6   571.8   727.5  1264.6  7908.5  95129.6    95080
read      303.5   176.2    80.4   130.0   146.0   277.8   343.0   381.4   410.3   446.9   494.9   569.6   723.3  1159.8  4009.4  88367.0    88399
read      310.5   195.4    80.4   132.3   149.0   281.3   346.8   387.1   418.2   457.3   508.9   588.5   744.9  1272.1  5370.6  95795.7    95681
read      289.6   184.7    80.4   130.4   146.3   270.1   332.1   365.2   388.4   415.0   448.1   497.9   607.2  1203.3  7903.7  33035.0    33003
read      307.0   172.4    80.4   132.1   148.6   279.0   344.3   383.7   414.0   452.4   502.9   581.7   740.1  1190.4  4706.7  98864.1    98809
read      303.7   178.9    74.4   131.1   146.9   282.9   347.4   384.0   410.0   441.4   482.4   543.4   678.4  1484.0  5814.4  64732.3    64610
read      299.7   164.1    80.4   130.1   146.0   282.6   342.7   376.5   401.4   431.7   469.7   530.1   674.4  1265.3  5626.7  51189.3    51183
read      287.2   264.8    86.8   135.7   151.1   274.1   333.0   360.7   378.8   398.6   424.8   463.5   566.8  1051.7 13433.3   2854.9    20194
